
	    	
EasyGene 1.2 Server - prediction results
Technical University of Denmark

##gff-version 2
##source-version easygene-1.2b
##date 2017-03-29
##Type DNA
# model:  EC03 Escherichia coli K12
# seqname		model	feature	start	end	   score       +/-	?	startc	    odds
# --------------------------------------------------------------------------------------------------------------
Chromosome	EC03	CDS	162395	163237	0.000150563	+	0	#GTG	23.9908
Chromosome	EC03	CDS	163591	165387	2.36599e-14	+	0	#ATG	62.2419
Chromosome	EC03	CDS	165561	167129	6.73124e-12	+	0	#ATG	52.008
Chromosome	EC03	CDS	169111	169293	15.2258	+	0	#ATG	7.5518
Chromosome	EC03	CDS	175967	176257	5.12665	+	0	#TTG	9.5984
Chromosome	EC03	CDS	176414	177181	1.38572e-06	+	0	#ATG	46.2798
Chromosome	EC03	CDS	177236	177556	40.4644	+	0	#TTG	-0.3305
Chromosome	EC03	CDS	177842	178276	2.82572	+	0	#ATG	5.0895
Chromosome	EC03	CDS	178490	179068	3.29124e-05	+	0	#GTG	40.7264
Chromosome	EC03	CDS	179151	179834	8.53489e-08	+	0	#ATG	55.8847
Chromosome	EC03	CDS	179949	180266	75.3926	+	0	#GTG	-3.5267
Chromosome	EC03	CDS	180429	180746	1.2225	+	0	#GTG	13.7011
Chromosome	EC03	CDS	180878	181018	67.5605	+	0	#TTG	3.2868
Chromosome	EC03	CDS	181005	182864	1.77736e-17	+	0	#ATG	90.7399
Chromosome	EC03	CDS	182851	183189	2.93087	+	0	#ATG	10.0958
Chromosome	EC03	CDS	183214	183639	9.49819	+	0	#ATG	-0.9326
Chromosome	EC03	CDS	184053	184862	4.92788e-05	+	0	#ATG	31.2961
Chromosome	EC03	CDS	185520	185915	2.03882	+	0	#GTG	9.0273
Chromosome	EC03	CDS	186136	186789	0.0350298	+	0	#ATG	10.7951
Chromosome	EC03	CDS	187012	187263	1.60309	+	0	#TTG	13.6737
Chromosome	EC03	CDS	187302	187454	6.91923	+	0	#ATG	9.0819
Chromosome	EC03	CDS	187539	187793	0.00171799	+	0	#ATG	28.9778
Chromosome	EC03	CDS	188007	188471	0.0663727	+	0	#ATG	19.3649
Chromosome	EC03	CDS	188715	189326	0.124182	+	0	#TTG	7.3834
Chromosome	EC03	CDS	190046	190366	1.75948	+	0	#ATG	12.442
Chromosome	EC03	CDS	190406	190747	0.0428987	+	0	#ATG	23.142
Chromosome	EC03	CDS	190862	191143	0.15916	+	0	#ATG	19.7329
Chromosome	EC03	CDS	191143	191778	0.0169107	+	0	#ATG	15.9929
Chromosome	EC03	CDS	191782	192102	1.15348	+	0	#ATG	13.8245
Chromosome	EC03	CDS	192959	193222	13.2042	+	0	#ATG	7.05
Chromosome	EC03	CDS	193468	193659	60.1572	+	0	#ATG	3.4624
Chromosome	EC03	CDS	194187	194468	30.1317	+	0	#ATG	3.2803
Chromosome	EC03	CDS	194687	194860	90.8715	+	0	#ATG	2.3711
Chromosome	EC03	CDS	194890	195084	0.936364	+	0	#ATG	14.4926
Chromosome	EC03	CDS	196154	196447	8.00537	+	0	#GTG	7.9477
Chromosome	EC03	CDS	196453	196743	15.8756	+	0	#ATG	5.4809
Chromosome	EC03	CDS	197177	197602	5.19067	+	0	#ATG	2.5781
Chromosome	EC03	CDS	197663	198070	0.0102109	+	0	#ATG	26.6097
Chromosome	EC03	CDS	198748	199152	0.102874	+	0	#ATG	19.7003
Chromosome	EC03	CDS	199781	201037	1.19245e-07	+	0	#TTG	26.116
Chromosome	EC03	CDS	201031	201675	0.00745393	+	0	#ATG	19.2311
Chromosome	EC03	CDS	201678	202424	0.00022384	+	0	#ATG	28.4664
Chromosome	EC03	CDS	202424	202636	28.7957	+	0	#ATG	5.5197
Chromosome	EC03	CDS	203332	203499	28.7925	+	0	#GTG	5.7698
Chromosome	EC03	CDS	203515	203844	1.36173	+	0	#ATG	13.0711
Chromosome	EC03	CDS	203962	204501	0.926718	+	0	#ATG	2.2293
Chromosome	EC03	CDS	204872	205684	2.68313e-06	+	0	#ATG	42.4851
Chromosome	EC03	CDS	205681	206595	2.65301e-06	+	0	#GTG	37.6471
Chromosome	EC03	CDS	206588	206923	41.6412	+	0	#ATG	-1.6227
Chromosome	EC03	CDS	206933	207394	6.20895	+	0	#TTG	-1.8999
Chromosome	EC03	CDS	207545	207850	87.2619	+	0	#GTG	-3.3645
Chromosome	EC03	CDS	208167	208577	3.5714	+	0	#GTG	5.6038
Chromosome	EC03	CDS	208567	209211	0.00789987	+	0	#ATG	18.966
Chromosome	EC03	CDS	209242	209598	0.152827	+	0	#GTG	19.427
Chromosome	EC03	CDS	209674	210318	0.0262911	+	0	#ATG	13.0984
Chromosome	EC03	CDS	210391	211140	0.00246202	+	0	#GTG	17.0224
Chromosome	EC03	CDS	211648	212070	5.44325	+	0	#GTG	2.5621
Chromosome	EC03	CDS	212365	213549	1.52193e-09	+	0	#TTG	53.518
Chromosome	EC03	CDS	213594	213935	4.31345	+	0	#GTG	8.5035
Chromosome	EC03	CDS	215462	215881	7.80061	+	0	#ATG	0.7988
Chromosome	EC03	CDS	216190	216366	13.0829	+	0	#TTG	7.9169
Chromosome	EC03	CDS	216406	216678	66.6932	+	0	#GTG	0.2634
Chromosome	EC03	CDS	216761	217090	0.0331561	+	0	#ATG	23.8257
Chromosome	EC03	CDS	217103	217396	40.1716	+	0	#TTG	1.4178
Chromosome	EC03	CDS	217517	218221	1.40365e-06	+	0	#GTG	47.7825
Chromosome	EC03	CDS	218300	218518	4.63218	+	0	#GTG	10.8298
Chromosome	EC03	CDS	218611	218895	7.394	+	0	#TTG	8.4978
Chromosome	EC03	CDS	218902	219465	0.0112076	+	0	#GTG	21.9503
Chromosome	EC03	CDS	220401	220598	0.172764	+	0	#ATG	18.1611
Chromosome	EC03	CDS	220607	221374	0.029303	+	0	#ATG	-1.1385
Chromosome	EC03	CDS	222011	222532	0.714462	+	0	#ATG	5.4818
Chromosome	EC03	CDS	222746	223078	30.1346	+	0	#TTG	0.3386
Chromosome	EC03	CDS	224117	224581	0.718146	+	0	#GTG	9.693
Chromosome	EC03	CDS	224978	225904	7.75705e-06	+	0	#ATG	32.1823
Chromosome	EC03	CDS	225915	226277	0.196244	+	0	#ATG	18.565
Chromosome	EC03	CDS	227235	227618	8.17777	+	0	#GTG	3.3683
Chromosome	EC03	CDS	228201	229067	2.53776e-05	+	0	#GTG	30.7298
Chromosome	EC03	CDS	229470	229811	8.1501	+	0	#GTG	5.9006
Chromosome	EC03	CDS	230813	230944	80.8143	+	0	#ATG	2.7147
Chromosome	EC03	CDS	232282	232842	0.77734	+	0	#ATG	1.1275
Chromosome	EC03	CDS	232891	233034	29.2963	+	0	#ATG	5.4861
Chromosome	EC03	CDS	233038	233511	0.010374	+	0	#ATG	25.4052
Chromosome	EC03	CDS	233800	234444	0.0032286	+	0	#ATG	22.8939
Chromosome	EC03	CDS	234466	234849	0.342307	+	0	#GTG	16.2625
Chromosome	EC03	CDS	234883	235284	0.265504	+	0	#ATG	16.5933
Chromosome	EC03	CDS	235309	235458	99.7483	+	0	#ATG	2.2301
Chromosome	EC03	CDS	235517	236062	1.4274	+	0	#TTG	-1.3469
Chromosome	EC03	CDS	237347	237913	0.0366079	+	0	#ATG	16.8944
Chromosome	EC03	CDS	238241	239152	6.03173e-10	+	0	#TTG	66.6653
Chromosome	EC03	CDS	239164	239616	0.00377455	+	0	#ATG	28.8966
Chromosome	EC03	CDS	239680	239817	21.3415	+	0	#ATG	6.1419
Chromosome	EC03	CDS	239827	240195	0.108694	+	0	#ATG	20.2604
Chromosome	EC03	CDS	240434	242068	9.7745e-15	+	0	#ATG	77.5054
Chromosome	EC03	CDS	242078	242224	4.13208	+	0	#ATG	10.0506
Chromosome	EC03	CDS	242581	244569	3.39205e-18	+	0	#ATG	90.0132
Chromosome	EC03	CDS	246152	247426	2.2666e-10	+	0	#ATG	56.3148
Chromosome	EC03	CDS	247566	247910	23.9746	+	0	#GTG	0.6603
Chromosome	EC03	CDS	250551	250796	1.57503	+	0	#ATG	13.73
Chromosome	EC03	CDS	250998	251396	0.0153005	+	0	#ATG	25.5653
Chromosome	EC03	CDS	252000	252587	0.00111322	+	0	#GTG	29.4909
Chromosome	EC03	CDS	253111	253995	5.56158e-08	+	0	#GTG	53.3013
Chromosome	EC03	CDS	253979	254602	0.00393082	+	0	#ATG	23.2005
Chromosome	EC03	CDS	254621	255040	0.965893	+	0	#ATG	10.9425
Chromosome	EC03	CDS	255206	255592	29.8985	+	0	#TTG	-4.3639
Chromosome	EC03	CDS	255673	256458	5.48151e-05	+	0	#ATG	32.1814
Chromosome	EC03	CDS	256468	256761	10.9844	+	0	#ATG	6.7805
Chromosome	EC03	CDS	258159	258497	83.8485	+	0	#TTG	-6.2352
Chromosome	EC03	CDS	258041	259159	1.00422e-06	+	0	#ATG	27.2627
Chromosome	EC03	CDS	259177	262329	2.01158e-40	+	0	#ATG	224.557
Chromosome	EC03	CDS	263104	264045	1.66921e-06	+	0	#TTG	38.0512
Chromosome	EC03	CDS	264118	264594	0.00437272	+	0	#ATG	28.0473
Chromosome	EC03	CDS	264597	265292	1.85714e-06	+	0	#ATG	47.1251
Chromosome	EC03	CDS	265326	265637	94.9329	+	0	#ATG	-4.3776
Chromosome	EC03	CDS	265630	266043	4.22493	+	0	#ATG	4.569
Chromosome	EC03	CDS	266657	267091	0.451228	+	0	#GTG	13.3255
Chromosome	EC03	CDS	267081	268010	2.78519e-05	+	0	#ATG	25.7399
Chromosome	EC03	CDS	268012	269247	1.57533e-11	+	0	#ATG	68.6938
Chromosome	EC03	CDS	269709	270140	2.94865	+	0	#GTG	5.0917
Chromosome	EC03	CDS	270189	270359	12.4503	+	0	#GTG	7.988
Chromosome	EC03	CDS	270405	270692	96.4724	+	0	#ATG	-2.5225
Chromosome	EC03	CDS	270909	271874	3.08812e-05	+	0	#GTG	22.0883
Chromosome	EC03	CDS	271840	273117	2.13744e-09	+	0	#ATG	46.0432
Chromosome	EC03	CDS	274282	274653	0.0401813	+	0	#ATG	23.1187
Chromosome	EC03	CDS	276003	276119	67.5335	+	0	#ATG	2.9132
Chromosome	EC03	CDS	275672	276163	0.0311817	+	0	#ATG	21.1024
Chromosome	EC03	CDS	276167	276628	2.93205	+	0	#ATG	2.7277
Chromosome	EC03	CDS	276647	278275	1.28245e-12	+	0	#ATG	55.5869
Chromosome	EC03	CDS	278399	278812	0.261736	+	0	#ATG	16.2443
Chromosome	EC03	CDS	278905	279207	0.0626374	+	0	#ATG	22.1519
Chromosome	EC03	CDS	279200	279499	19.1997	+	0	#ATG	4.3291
Chromosome	EC03	CDS	279492	279806	15.8288	+	0	#ATG	4.4231
Chromosome	EC03	CDS	279799	280644	0.000104044	+	0	#ATG	25.5806
Chromosome	EC03	CDS	280679	281086	0.290219	+	0	#GTG	16.0816
Chromosome	EC03	CDS	281079	281963	1.14597e-08	+	0	#ATG	58.3823
Chromosome	EC03	CDS	282104	283327	3.13536e-14	+	0	#ATG	89.4389
Chromosome	EC03	CDS	283396	284373	5.49568e-09	+	0	#ATG	58.0057
Chromosome	EC03	CDS	284518	285783	1.49008e-11	+	0	#ATG	67.5883
Chromosome	EC03	CDS	286885	287343	0.208735	+	0	#ATG	15.2848
Chromosome	EC03	CDS	287749	288234	0.239151	+	0	#ATG	13.359
Chromosome	EC03	CDS	288259	288747	1.04168	+	0	#ATG	6.1621
Chromosome	EC03	CDS	288753	289433	0.00241776	+	0	#ATG	22.0433
Chromosome	EC03	CDS	289512	289730	29.6372	+	0	#ATG	5.3268
Chromosome	EC03	CDS	290334	290627	4.82542	+	0	#ATG	9.7269
Chromosome	EC03	CDS	290957	291328	5.69948	+	0	#ATG	5.8434
Chromosome	EC03	CDS	291334	292098	0.000916109	+	0	#ATG	20.8919
Chromosome	EC03	CDS	292888	293445	0.0573195	+	0	#TTG	15.443
Chromosome	EC03	CDS	293478	293945	0.875671	+	0	#ATG	8.5646
Chromosome	EC03	CDS	294139	294783	0.000738647	+	0	#ATG	28.7675
Chromosome	EC03	CDS	305001	305294	53.0309	+	0	#ATG	0.1115
Chromosome	EC03	CDS	305424	306098	3.11374e-05	+	0	#TTG	38.8131
Chromosome	EC03	CDS	306319	306654	2.13646	+	0	#TTG	11.3469
Chromosome	EC03	CDS	307930	308370	0.000490217	+	0	#GTG	34.5384
Chromosome	EC03	CDS	308485	309009	0.00724406	+	0	#GTG	25.1149
Chromosome	EC03	CDS	309802	310050	16.6401	+	0	#ATG	6.6299
Chromosome	EC03	CDS	310511	311146	0.0864282	+	0	#ATG	7.2386
Chromosome	EC03	CDS	311663	312808	2.94579e-06	+	0	#TTG	17.7557
Chromosome	EC03	CDS	312855	313193	49.2277	+	0	#GTG	-2.8388
Chromosome	EC03	CDS	314840	315232	1.12482	+	0	#ATG	11.5972
Chromosome	EC03	CDS	315467	315697	0.467257	+	0	#ATG	16.6838
Chromosome	EC03	CDS	315701	316063	10.653	+	0	#ATG	3.4795
Chromosome	EC03	CDS	316196	317308	2.97707e-08	+	0	#ATG	45.1258
Chromosome	EC03	CDS	317381	317824	0.512804	+	0	#ATG	12.3632
Chromosome	EC03	CDS	318461	319207	1.56721e-05	+	0	#ATG	38.7305
Chromosome	EC03	CDS	319306	320061	0.000661218	+	0	#TTG	23.1004
Chromosome	EC03	CDS	320798	320929	15.394	+	0	#ATG	6.7455
Chromosome	EC03	CDS	321046	321324	4.35664	+	0	#ATG	10.413
Chromosome	EC03	CDS	338367	339755	5.08582e-15	+	0	#ATG	90.7192
Chromosome	EC03	CDS	339765	340022	1.25114	+	0	#ATG	14.3338
Chromosome	EC03	CDS	345305	345631	37.2629	+	0	#ATG	-0.3323
Chromosome	EC03	CDS	345872	346633	0.0017742	+	0	#ATG	17.7637
Chromosome	EC03	CDS	347040	347180	70.7913	+	0	#ATG	3.1606
Chromosome	EC03	CDS	347215	347448	23.7124	+	0	#ATG	5.7702
Chromosome	EC03	CDS	347845	348009	8.38873	+	0	#TTG	8.876
Chromosome	EC03	CDS	348100	348258	3.93904	+	0	#ATG	10.4863
Chromosome	EC03	CDS	348333	348773	0.0724046	+	0	#TTG	19.8701
Chromosome	EC03	CDS	348883	349137	0.266655	+	0	#ATG	18.2833
Chromosome	EC03	CDS	349914	350327	0.419786	+	0	#TTG	14.5094
Chromosome	EC03	CDS	350605	350778	27.8583	+	0	#GTG	5.8792
Chromosome	EC03	CDS	351553	351825	8.40493	+	0	#GTG	8.3717
Chromosome	EC03	CDS	354024	354476	1.28213	+	0	#GTG	7.7385
Chromosome	EC03	CDS	354655	354777	93.6575	+	0	#ATG	2.2041
Chromosome	EC03	CDS	354939	355130	8.30492	+	0	#TTG	9.1998
Chromosome	EC03	CDS	356720	357214	2.60214	+	0	#TTG	0.2978
Chromosome	EC03	CDS	386679	387092	12.2047	+	0	#TTG	-1.3226
Chromosome	EC03	CDS	389652	389948	57.1757	+	0	#TTG	-0.4482
Chromosome	EC03	CDS	390564	390959	2.64684	+	0	#TTG	7.8993
Chromosome	EC03	CDS	405456	406139	8.40094e-05	+	0	#ATG	35.1343
Chromosome	EC03	CDS	420333	420845	0.0121109	+	0	#ATG	23.7249
Chromosome	EC03	CDS	421467	421850	5.99172	+	0	#ATG	4.8837
Chromosome	EC03	CDS	422307	422693	0.418935	+	0	#ATG	15.4747
Chromosome	EC03	CDS	422697	423113	16.5642	+	0	#ATG	-3.6129
Chromosome	EC03	CDS	429607	429900	14.7906	+	0	#ATG	5.6388
Chromosome	EC03	CDS	444413	444754	6.02107	+	0	#GTG	7.1666
Chromosome	EC03	CDS	446888	447130	49.2092	+	0	#GTG	2.8923
Chromosome	EC03	CDS	449917	450105	31.163	+	0	#ATG	5.5295
Chromosome	EC03	CDS	451197	451610	5.96627	+	0	#ATG	2.7826
Chromosome	EC03	CDS	456327	456554	64.9499	+	0	#ATG	2.3423
Chromosome	EC03	CDS	456872	457372	1.21218e-06	+	0	#TTG	49.139
