GLIMMER (ver. 3.02; iterated)  predictions:
 orfID      start     end  frame  score
orf00322   264807   264586  -1     4.73
orf00323   265292   264816  -3     5.09
orf00324   265766   265308  -3     7.50
orf00325   266103   265864  -1     4.21
orf00326   266647   266180  -2     8.02
orf00327   267289   267113  -2     6.62
orf00328   267113   266670  -3     9.44
orf00329   268565   267744  -3     7.28
orf00330   269520   268657  -1     7.15
orf00332   270742   269849  -2     3.89
orf00333   270838   271206  +1     4.81
orf00335   271163   272314  +2     3.09
orf00336   272576   272815  +2     2.61
orf00337   273407   274552  +2     3.85
orf00338   275677   274661  -2    19.92
orf00342   275885   277288  +2     9.90
orf00343   277275   278207  +3    13.18
orf00345   279362   278316  -3    15.63
orf00347   279736   279374  -2    13.59
orf00348   280241   279738  -3    16.20
orf00350   280922   280584  -3     0.83
orf00352   281295   280945  -1     0.51
orf00353   282531   281389  -1     6.44
orf00354   282838   283746  +1    13.66
orf00357   283761   285728  +3    10.51
orf00359   285955   287337  +1    12.66
orf00360   287349   288959  +3     7.99
orf00361   289722   288964  -1    11.11
orf00364   290865   289861  -1    12.95
orf00365   291070   291198  +1     2.12
orf00367   291712   291209  -2    16.20
orf00369   292060   292791  +1     7.05
orf00370   293313   292882  -1     5.39
orf00371   294478   293780  -2     3.49
orf00372   295359   294505  -1     3.33
orf00373   295702   295478  -2     1.70
orf00374   297581   296256  -3     3.26
orf00376   298351   297941  -2     1.05
orf00377   299286   298330  -1     5.43
orf00378   301494   299296  -1     9.31
orf00379   302447   301491  -3     9.08
orf00381   303133   302444  -2     6.97
orf00382   303438   303313  -1     0.31
orf00383   303551   304165  +2     2.87
orf00385   305765   305055  -3     3.66
orf00386   307305   305734  -1     5.54
orf00387   309892   307367  -2     7.75
orf00388   310586   309918  -3     7.58
orf00389   311231   310644  -3    10.00
orf00390   311509   311306  -2     1.91
orf00391   313074   312934  -1     2.07
orf00392   313340   313074  -3     1.24
orf00393   314917   315804  +1     9.53
orf00394   315851   316150  +2     6.96
orf00395   316147   317013  +1    11.06
orf00396   317480   317010  -3     2.26
orf00398   318879   318286  -1     7.73
orf00400   319127   318891  -3     3.58
orf00402   319437   320645  +3     6.35
orf00403   321899   320655  -3     8.13
orf00404   322125   322979  +3     4.47
orf00406   323307   323137  -1     2.93
orf00407   323506   324225  +1     8.54
orf00410   324236   325663  +2     8.11
orf00411   325656   326351  +3     6.20
orf00414   327262   326594  -2     2.30
orf00415   329145   327475  -1    11.31
orf00416   330631   329159  -2    14.63
orf00417   331232   330645  -3    13.04
orf00418   331361   333394  +2    13.42
orf00419   334269   335357  +3     7.91
orf00420   336331   335399  -2    11.38
orf00422   336920   336423  -3     7.52
orf00424   337178   337783  +2    12.24
orf00425   337823   338686  +2     7.81
orf00426   338676   340223  +3    16.26
orf00428   340223   341641  +2    17.45
orf00429   341691   341987  +3     4.58
orf00431   342063   343013  +3    16.05
orf00433   343023   344405  +3    15.49
orf00435   344782   345831  +1    10.24
orf00436   346074   346889  +3     3.67
orf00437   347122   346952  -2     0.64
orf00438   348196   347564  -2     8.50
orf00439   348382   348657  +1    11.06
orf00440   348684   348803  +3     4.28
orf00441   350341   348755  -2    13.46
orf00442   350580   351470  +3    16.51
orf00443   351910   353079  +1    14.48
orf00445   353113   354564  +1    14.67
orf00446   354604   356490  +1    13.93
orf00449   356820   358079  +3    12.45
orf00450   358069   359352  +1    13.19
orf00452   360588   359689  -1     6.85
orf00453   360697   361356  +1     7.93
orf00455   361387   361857  +1    14.97
orf00456   361890   363044  +3    12.15
orf00457   363758   363147  -3     4.36
orf00458   365011   363824  -2    10.81
orf00459   365759   364971  -3     7.31
orf00460   366964   365882  -2    11.97
orf00461   367874   367041  -3     8.90
orf00463   368065   369729  +1    14.32
orf00464   369731   370675  +2    10.29
orf00465   370693   371559  +1    12.52
orf00467   371569   372378  +1    11.23
orf00468   372375   373325  +3    12.97
orf00470   373322   374335  +2    14.22
orf00472   374913   376124  +3    11.01
orf00473   376226   376765  +2    14.94
orf00475   377822   376989  -3     8.91
orf00477   379025   377916  -3    12.01
orf00478   379335   379060  -1     2.67
orf00479   380296   379523  -2    11.89
orf00480   380741   380298  -3     1.13
orf00481   380805   381170  +3     4.00
orf00482   381128   382033  +2    11.35
orf00484   383389   382193  -2     7.85
orf00485   384070   383513  -2     5.59
orf00486   384686   385648  +2    14.33
orf00487   385661   386428  +2    15.75
orf00488   386425   387252  +1    14.96
orf00489   387249   388100  +3    13.71
orf00490   389181   388207  -1    11.93
orf00491   389506   389351  -2     2.85
orf00492   389705   391165  +2     5.45
orf00493   392059   391193  -2    11.06
orf00494   392355   392056  -1     8.18
orf00495   392475   393872  +3     8.88
orf00497   393960   394583  +3     6.30
orf00498   395741   394584  -3    10.64
orf00500   395879   396073  +2     1.66
orf00501   396093   397313  +3    12.73
orf00502   397326   398420  +3    12.40
orf00503   398787   398479  -1     7.93
orf00505   399047   399259  +2    12.73
orf00506   400377   399283  -1    12.59
orf00509   400840   401100  +1     7.66
orf00510   401201   402616  +2    11.88
orf00512   402735   403055  +3     6.25
orf00513   403157   404272  +2     8.07
orf00515   405098   404289  -3    13.90
orf00516   405218   405676  +2    10.05
orf00517   405916   406383  +1    12.24
orf00518   406433   406624  +2     5.50
orf00520   406882   407559  +1    12.01
orf00521   407631   407915  +3    10.04
orf00522   408201   408082  -1     6.91
orf00523   408189   408404  +3     5.66
orf00524   409473   408562  -1    15.61
orf00525   409598   410506  +2     9.30
orf00526   412019   410751  -3     9.57
orf00527   415207   412061  -2    14.11
orf00528   416406   415204  -1    11.86
orf00530   416596   417285  +1    11.48
orf00531   417343   418638  +1    11.98
orf00532   419000   418851  -3     0.93
orf00533   419045   420364  +2    14.50
orf00534   420494   421813  +2    14.94
orf00536   421972   423786  +1    11.97
orf00537   424372   423791  -2     9.07
orf00538   424465   425535  +1    14.47
orf00540   425591   426718  +2    11.62
orf00541   426741   427073  +3    12.01
orf00543   427134   428948  +3    11.27
orf00544   428959   429930  +1    10.92
orf00545   430059   430406  +3     8.88
orf00546   431467   430583  -2    10.94
orf00547   432305   431766  -3     7.71
orf00548   432510   432905  +3    10.96
orf00549   432909   434012  +3     9.56
orf00550   434101   434571  +1    14.68
orf00551   434591   435010  +2     8.72
orf00552   435088   436065  +1    12.50
orf00553   436052   436561  +2    11.85
orf00554   437589   436615  -1    12.33
orf00555   439631   437769  -3    14.50
orf00556   440555   439656  -3    10.97
orf00557   440797   440555  -2    11.15
orf00558   441003   442451  +3    14.73
orf00560   443095   442505  -2    15.23
orf00563   443969   443058  -3    10.36
orf00564   444137   444628  +2    16.35
orf00566   446048   444756  -3    12.11
orf00567   447156   446269  -1    11.14
orf00568   447446   447171  -3     7.59
orf00569   448114   447500  -2    11.45
orf00572   450095   448104  -3    11.69
orf00573   451004   450117  -3     8.47
orf00574   452999   451524  -3    10.03
orf00576   453621   453043  -1    12.65
orf00577   453926   454243  +2     1.80
orf00578   454252   454440  +1     4.05
orf00579   454587   455885  +3    15.13
orf00581   456131   456754  +2    10.83
orf00583   456880   458154  +1    14.49
orf00585   458342   460696  +2    14.61
orf00586   460905   461177  +3    10.16
orf00587   461369   463240  +2    15.35
orf00590   463391   463762  +2    14.25
orf00591   463856   464254  +2     9.38
orf00592   465001   464306  -2    13.30
orf00593   466766   465066  -3     9.08
orf00595   466866   467684  +3     8.57
orf00596   467837   468295  +2    11.89
orf00598   468325   470097  +1    11.71
orf00599   470090   471871  +2    13.97
orf00600   472025   471885  -3     1.36
orf00601   472052   472390  +2    16.23
orf00602   472420   473706  +1    13.97
orf00604   474615   473755  -1     9.74
orf00605   474694   474816  +1     0.08
orf00607   474848   475405  +2    10.81
orf00608   475747   475436  -2    11.33
orf00609   476126   476479  +2    10.03
orf00610   478071   476521  -1     9.59
orf00611   478705   478235  -2    11.73
orf00613   479372   478821  -3     7.93
orf00614   479762   479544  -3     7.68
orf00615   480162   479788  -1     2.51
orf00617   483857   480708  -3    13.60
orf00618   484965   483880  -1     8.87
orf00619   485215   485862  +1     5.74
orf00621   485990   489352  +2    13.94
orf00622   489725   489564  -3    16.46
orf00623   490266   489739  -1    13.87
orf00624   490336   490713  +1    11.27
orf00625   490866   491417  +3    15.46
orf00626   491615   493477  +2    13.61
orf00627   493530   493859  +3    15.89
orf00629   493859   494464  +2    12.24
orf00630   494574   496448  +3    15.98
orf00632   496639   496514  -2     2.02
orf00633   496629   497273  +3    14.91
orf00635   497509   498471  +1    14.53
orf00636   499427   498468  -3     8.81
orf00637   499579   500883  +1    11.78
orf00639   502692   501016  -1    16.24
orf00640   504150   502930  -1    10.26
orf00641   504368   506020  +2    14.61
orf00643   506536   506057  -2    14.47
orf00644   507534   506740  -1    11.32
orf00646   507672   508013  +3     6.78
orf00647   510833   508329  -3    14.95
orf00648   511095   512027  +3    11.56
orf00649   512030   513322  +2    13.17
orf00650   513447   513854  +3    14.25
orf00651   514301   513855  -3     9.98
orf00652   515227   514310  -2    16.23
orf00653   515373   516050  +3     9.07
orf00654   516037   516816  +1    12.08
orf00656   517733   516879  -3    17.97
orf00657   518564   517794  -3    11.94
orf00658   519216   518593  -1    10.63
orf00659   519187   519873  +1    10.88
orf00660   519870   522284  +3    14.46
orf00664   522715   526995  +1     5.18
orf00665   527035   527403  +1     2.11
orf00666   527403   528113  +3     2.20
orf00667   529470   529099  -1     5.16
orf00668   530680   529586  -2    13.64
orf00669   531675   530749  -1    11.54
orf00670   531905   532387  +2    13.01
orf00672   532510   533280  +1     9.41
orf00674   533370   535151  +3    14.08
orf00675   535164   535940  +3    12.34
orf00676   536040   536918  +3    14.06
orf00677   537087   538541  +3    11.22
orf00678   538601   539962  +2    15.00
orf00679   540019   541320  +1    10.77
orf00680   541342   542487  +1    15.11
orf00681   543500   542697  -3    12.61
orf00682   544746   543511  -1    12.51
orf00683   545817   544768  -1     8.38
orf00684   546134   547801  +2    14.90
orf00685   547811   549070  +2    13.44
orf00687   549081   549896  +3     7.49
orf00688   549893   550786  +2    15.21
orf00689   552048   550981  -1    16.26
orf00690   552554   552045  -3    16.69
orf00691   553394   552672  -3    12.24
orf00692   553891   553397  -2    14.01
orf00693   554065   555450  +1    14.52
orf00697   556007   555486  -3     8.15
orf00698   556327   556115  -2    14.62
orf00699   557195   556329  -3    13.46
orf00700   557666   558208  +2     6.55
orf00702   558428   559120  +2     4.24
orf00703   559151   561754  +2     5.10
orf00704   561796   562773  +1     5.67
orf00705   563102   563299  +2     2.02
orf00706   563934   563302  -1     3.76
orf00707   563989   564144  +1     0.74
orf00708   565432   564269  -2     3.38
orf00709   565749   565552  -1    10.74
orf00710   565929   566141  +3     1.47
orf00711   566296   566595  +1     8.18
orf00712   566592   567458  +3    11.06
orf00713   567769   568101  +1     4.06
orf00714   568149   568298  +3     1.19
orf00715   568356   569882  +3     3.23
orf00716   570731   570609  -3     3.39
orf00717   570908   571705  +2     3.33
orf00718   571920   572375  +3     5.14
orf00720   572538   572828  +3     5.96
orf00721   572825   573187  +2     7.97
orf00722   573187   573324  +1     4.91
orf00724   573410   573793  +2     3.05
orf00725   575207   574191  -3    19.92
orf00727   575936   576142  +2     4.75
orf00728   576441   576307  -1     0.04
orf00730   577567   577064  -2    17.26
orf00732   577927   577790  -2     2.77
orf00733   577991   578212  +2     8.98
orf00734   578187   578930  +3     7.03
orf00735   579708   579893  +3     5.72
orf00736   580514   581263  +2     2.97
orf00737   582466   581513  -2     3.38
orf00738   583741   582980  -2     7.45
orf00740   584814   583924  -1    11.19
orf00741   587787   584815  -1     9.06
orf00743   590011   587774  -2    10.07
orf00744   591603   590161  -1    11.09
orf00745   592276   591593  -2    13.28
orf00746   592323   592478  +3     1.99
orf00747   592433   593806  +2    12.74
orf00749   593964   594296  +3    14.30
orf00751   594312   595535  +3    13.15
orf00752   595547   598690  +2    13.53
orf00753   598792   600168  +1    15.22
orf00754   601496   600249  -3    13.76
orf00755   602257   601604  -2    14.62
orf00757   602719   602351  -2     8.69
orf00758   603032   602784  -3    13.49
orf00759   604216   603098  -2    11.09
orf00760   604669   604821  +1     4.38
orf00761   604898   606010  +2     7.10
orf00763   606921   606292  -1     6.16
orf00765   609327   607087  -1    13.23
orf00766   609320   609451  +2     1.58
orf00767   609570   610772  +3     8.27
orf00768   610775   610993  +2     6.69
orf00770   610990   614871  +1    12.67
orf00771   614979   614860  -1     1.18
orf00772   615087   616220  +3    10.62
orf00773   617032   616217  -2    13.14
orf00774   618021   617029  -1    14.06
orf00775   619022   618018  -3    15.43
orf00776   619133   620383  +2    14.54
orf00778   621343   620387  -2    13.94
orf00779   621718   622893  +1    13.15
orf00781   622903   624513  +1    14.32
orf00782   624527   625384  +2    16.95
orf00784   625384   626130  +1    15.98
orf00785   626133   626546  +3     9.32
orf00786   626727   628832  +3    16.06
orf00787   629015   629212  +2    13.56
orf00788   630310   629222  -2    14.40
orf00789   630419   631579  +2    11.59
orf00790   632209   631580  -2    11.34
orf00791   633402   632182  -1     6.53
orf00792   634451   633549  -3     3.33
orf00793   635406   634660  -1     9.28
orf00794   635778   636341  +3    11.25
orf00796   636587   636471  -3     2.60
orf00798   636586   638151  +1    15.10
orf00800   638700   638272  -1     8.04
orf00802   638921   640159  +2     7.25
orf00803   640351   640163  -2     2.96
orf00805   640800   640390  -1    10.30
orf00807   641836   641030  -2     8.38
orf00808   643380   641950  -1    11.53
orf00809   644336   643464  -3     8.74
orf00810   644868   644317  -1     7.80
orf00812   646404   644872  -1    14.74
orf00813   647323   646415  -2    15.57
orf00815   647616   647320  -1    11.15
orf00817   648689   647631  -3    10.56
orf00818   649068   650726  +3    10.34
orf00819   650695   651375  +1    10.45
orf00820   652801   651416  -2    11.74
orf00821   652904   652785  -3     0.95
orf00823   653390   653950  +2     7.91
orf00825   654125   654334  +2     5.88
orf00826   654771   654388  -1     3.14
orf00827   654864   655091  +3    11.68
orf00828   655088   655651  +2    11.80
orf00829   655780   655983  +1     8.05
orf00830   657049   656084  -2    12.42
orf00833   658211   657258  -3     5.48
orf00834   659111   658470  -3     9.83
orf00835   659475   659212  -1     9.42
orf00836   660868   659585  -2    12.13
orf00837   660833   660958  +2     2.21
orf00839   662023   660935  -2     7.96
orf00840   663146   662034  -3    10.66
orf00842   665050   663149  -2    12.03
orf00843   665548   665081  -2    10.39
orf00845   665869   665552  -2    10.90
orf00847   666740   666129  -3     5.94
orf00848   667405   666764  -2     9.86
orf00849   668429   667407  -3    10.48
orf00850   669019   668438  -2    10.90
orf00853   671616   669034  -1    14.20
orf00854   671851   672333  +1    11.96
orf00856   673380   672403  -1     6.57
orf00857   673370   673510  +2     0.01
orf00858   673544   674251  +2     4.73
orf00859   674248   675675  +1     7.96
orf00860   676239   675685  -1     4.44
orf00861   676341   677048  +3     4.30
orf00862   677045   678496  +2     7.79
orf00864   680226   678556  -1    10.83
orf00865   681245   680310  -3    13.24
orf00866   682088   681363  -3    16.38
orf00867   682762   682088  -2    12.55
orf00868   683502   682762  -1    13.43
orf00869   684580   683672  -2    13.74
orf00870   685846   684830  -2    19.92
orf00872   686069   686191  +2     0.98
orf00873   687714   686176  -1    15.37
orf00874   688617   687739  -1    12.59
orf00875   689174   688707  -3    14.15
orf00876   690211   689171  -2    14.13
orf00880   691788   690364  -1    13.68
orf00882   691934   693109  +2    13.22
orf00883   695979   696143  +3     0.74
orf00884   696010   694346  -2    12.47
orf00885   697159   696407  -2    13.86
orf00887   698427   697207  -1    12.89
orf00888   699584   698436  -3    14.25
orf00889   700444   699644  -2    13.44
orf00890   700618   700493  -2     1.46
orf00892   700777   702723  +1    14.76
orf00893   702815   702693  -3     6.91
orf00895   702926   704590  +2    13.71
orf00897   705167   706573  +2    10.88
orf00899   706623   706949  +3    13.02
orf00902   707479   707033  -2    10.94
orf00903   708298   707768  -2    15.23
orf00904   708731   708438  -3    10.69
orf00905   709635   708871  -1    10.99
orf00906   709820   710365  +2     8.44
orf00908   710391   712031  +3    14.32
orf00910   712245   712739  +3     2.71
orf00911   713142   712780  -1     2.03
orf00912   713430   713221  -1     8.66
orf00913   715098   713779  -1    11.60
orf00914   717293   715095  -3    11.14
orf00917   718566   717889  -1    13.13
orf00918   721247   718563  -3    11.90
orf00920   721812   721240  -1    12.25
orf00923   723869   721821  -3    14.88
orf00924   725768   725565  -3     1.57
orf00926   725565   723892  -1    13.91
orf00927   725967   726173  +3     9.91
orf00928   726416   730609  +2    10.52
orf00929   731053   732486  +1     7.99
orf00931   732483   733052  +3     1.49
orf00932   733278   733532  +3     9.97
orf00933   733751   734794  +2     6.93
orf00934   734925   735686  +3     9.28
orf00935   735834   736343  +3     9.15
orf00936   736340   737758  +2    10.58
orf00937   739389   737908  -1    12.91
orf00939   739660   740403  +1    14.82
orf00940   740426   741082  +2    11.86
orf00941   741076   742008  +1    12.21
orf00942   741998   742732  +2    14.30
orf00943   742768   743559  +1    11.00
orf00944   744602   743556  -3     9.25
orf00945   745815   744754  -1     6.10
orf00947   746540   745812  -3     7.99
orf00948   749002   746555  -2     9.18
orf00949   749628   749062  -1     5.68
orf00950   751301   750018  -3    12.16
orf00952   752112   752399  +3     4.04
orf00953   752393   752740  +2    10.95
orf00954   752740   754506  +1    12.82
orf00956   754522   755238  +1     8.83
orf00959   755539   758340  +1    12.99
orf00961   758355   759572  +3    15.33
orf00963   759847   761013  +1    15.82
orf00965   761013   761882  +3    13.15
orf00967   762708   761986  -1    11.06
orf00968   762877   764793  +1    11.41
orf00969   764811   767444  +3     9.86
orf00970   767469   767696  +3     0.11
orf00973   768291   769859  +3    11.36
orf00974   769875   771014  +3    13.58
orf00976   771029   771142  +2     8.50
orf00977   771142   771435  +1     6.33
orf00978   771585   771989  +3     4.37
orf00979   771986   772678  +2     9.44
orf00981   772682   773110  +2     9.90
orf00982   773175   774440  +3     9.49
orf00984   774573   775865  +3    10.04
orf00985   775900   776421  +1    11.56
orf00986   776431   777222  +1    10.19
orf00987   778927   779961  +1     7.72
orf00988   779999   780718  +2     7.52
orf00989   781656   780715  -1     6.23
orf00990   782150   781770  -3    10.30
orf00992   782466   783518  +3    13.83
orf00993   784428   783676  -1    15.07
orf00994   784630   784502  -2     0.65
orf00995   785670   784630  -1    13.55
orf00996   786812   785664  -3    12.57
orf00997   787862   786816  -3    11.10
orf00999   788888   787872  -3    13.87
orf01000   790621   789149  -2    11.52
orf01001   791477   790689  -3    13.82
orf01002   791606   791755  +2     7.38
orf01003   791922   792695  +3    13.60
orf01004   792695   793384  +2    11.48
orf01006   793387   794445  +1    16.23
orf01007   795264   794446  -1    12.26
orf01008   795419   796414  +2    12.08
orf01009   797408   796455  -3     6.23
orf01011   797378   797506  +2     0.25
orf01012   797592   798644  +3     9.92
orf01014   798720   800153  +3    14.18
orf01015   800336   802597  +2    13.21
orf01016   804114   802831  -1    11.40
orf01017   804742   804266  -2    15.01
orf01019   806033   804801  -3    13.49
orf01020   806177   807217  +2    16.24
orf01021   807214   808368  +1    13.09
orf01023   808355   809110  +2     6.96
