GLIMMER (ver. 3.02; iterated)  predictions:
 orfID      start     end  frame  score
orf00219   166781   169246  +2    19.85
orf00221   169456   170526  +1    10.88
orf00222   170966   171577  +2     5.67
orf00223   171649   172917  +1    11.37
orf00224   172964   175183  +2    11.27
orf00225   175242   177098  +3     7.30
orf00227   177433   177092  -2    10.29
orf00228   177947   178090  +2     2.78
orf00229   179070   178252  -1    10.77
orf00230   179332   180120  +1     9.03
orf00232   180205   180801  +1    14.35
orf00234   181421   182917  +2    14.55
orf00236   183003   185663  +3    17.57
orf00237   185952   186290  +3     8.13
orf00238   186287   188350  +2    16.18
orf00239   188347   189822  +1    17.86
orf00240   189809   191020  +2    20.54
orf00241   191032   191484  +1    17.29
orf00242   191543   191956  +2    15.00
orf00243   191925   192308  +3    13.65
orf00244   192305   192895  +2    13.09
orf00245   192892   193866  +1    14.14
orf00246   193869   194954  +3    13.15
orf00248   194951   195427  +2    12.98
orf00249   195424   196140  +1     8.76
orf00250   197011   196250  -2    10.56
orf00251   199768   197285  -2    19.31
orf00253   201602   200286  -3    24.21
orf00254   202723   201599  -2    15.01
orf00257   203869   204135  +1    13.63
orf00258   204137   204571  +2    15.15
orf00259   203725   202763  -2    19.71
orf00260   204697   205173  +1    16.66
orf00262   206793   205174  -1    21.47
orf00264   208041   206989  -1    20.89
orf00265   208345   208043  -2    12.83
orf00267   209095   208487  -2    24.28
orf00269   210561   209092  -1    17.11
orf00270   211516   211121  -2    15.51
orf00271   212256   211519  -1     8.05
orf00272   212388   212266  -1     0.29
orf00273   212387   214267  +2     9.62
orf00274   215418   216098  +3    19.19
orf00275   215255   214320  -3    19.79
orf00276   216215   217270  +2    15.82
orf00277   217328   218332  +2    11.85
orf00279   220237   218336  -2    19.26
orf00280   220822   220241  -2    17.69
orf00281   220931   221641  +2    23.68
orf00282   221641   222282  +1    23.67
orf00283   223272   222283  -1    12.32
orf00285   224927   223353  -3    17.72
orf00286   225094   227526  +1    19.31
orf00288   227686   228693  +1    19.16
orf00289   228693   229571  +3    18.96
orf00290   229568   230116  +2    11.41
orf00291   230262   232307  +3    15.06
orf00292   232614   233402  +3    20.46
orf00294   233862   233470  -1    20.15
orf00295   233977   236127  +1    16.85
orf00296   236835   236131  -1    18.71
orf00298   237030   237635  +3    16.33
orf00299   238136   237642  -3    18.41
orf00301   238241   239860  +2    17.50
orf00302   239869   240651  +1    10.07
orf00303   242693   240648  -3    17.37
orf00304   243157   243432  +1    10.80
orf00305   244056   243490  -1    17.15
orf00306   244631   244056  -3    13.78
orf00307   244796   245764  +2    16.15
orf00308   247003   245765  -2    15.27
orf00309   247091   247540  +2    13.68
orf00310   247953   247537  -1    15.52
orf00311   248082   249119  +3    17.21
orf00313   249116   250276  +2    14.11
orf00314   250548   250273  -1     5.96
orf00315   252308   250611  -3    17.52
orf00317   252525   253232  +3    16.16
orf00319   253207   254811  +1    14.01
orf00320   254808   255242  +3     7.76
orf00321   255318   255725  +3    13.12
orf00323   255731   256000  +2    14.95
orf00325   256888   256412  -2     2.56
orf00326   256953   257594  +3    13.98
orf00327   257623   257907  +1    17.23
orf00328   257952   258737  +3    25.26
orf00329   259436   258879  -3    12.26
orf00331   260914   259514  -2    10.97
orf00332   261079   261561  +1    15.32
orf00333   261642   262904  +3    16.54
orf00334   262953   263672  +3    10.45
orf00335   265745   263784  -3    18.20
orf00337   265999   267027  +1    22.89
orf00338   265956   265759  -1     2.95
orf00339   267164   268066  +2    16.60
orf00341   269187   268063  -1    19.11
orf00343   270057   269206  -1    19.48
orf00345   271567   270176  -2    22.68
orf00346   272620   271910  -2     4.86
orf00347   272797   272681  -2     1.55
orf00348   273558   272872  -1    17.37
orf00349   273695   274738  +2    21.94
orf00350   274921   275793  +1    16.42
orf00351   276237   275815  -1    17.77
orf00352   277637   276384  -3    23.37
orf00353   277722   277892  +3     2.54
orf00354   278017   279471  +1    18.24
orf00355   280837   279599  -2    21.63
orf00356   281872   280931  -2    18.46
orf00357   282130   283956  +1    18.68
orf00358   282045   281905  -1     4.45
orf00359   284102   284431  +2    19.23
orf00360   284558   285160  +2    15.37
orf00361   285270   285422  +3    19.98
orf00363   285476   286765  +2    18.68
orf00365   286774   287295  +1    18.29
orf00366   287882   287998  +2     4.39
orf00367   289521   288082  -1    16.91
orf00368   290096   289617  -3     9.44
orf00369   290161   291321  +1    19.29
orf00371   291339   292259  +3    17.05
orf00373   292311   292901  +3     7.67
orf00374   293641   292898  -2    14.20
orf00375   294567   293641  -1    17.86
orf00377   294665   294991  +2    20.25
orf00378   295969   295109  -2    20.25
orf00379   296631   295966  -1    17.02
orf00380   297542   296628  -3    21.88
orf00381   298199   297735  -3     7.13
orf00383   299318   298212  -3    11.76
orf00384   300534   299485  -1    15.29
orf00385   300797   300549  -3     4.22
orf00387   304293   301048  -1    15.28
orf00388   304469   305884  +2    10.49
orf00389   306029   307462  +2    17.51
orf00392   307455   308750  +3    20.27
orf00393   308810   309634  +2    19.44
orf00395   309660   310352  +3    19.08
orf00396   310389   311066  +3    18.23
orf00398   311842   311039  -2     9.57
orf00399   312564   311893  -1     8.77
orf00401   312678   313961  +3    18.68
orf00402   314337   313978  -1    15.30
orf00403   314615   315697  +2    18.73
orf00404   315705   316991  +3    18.71
orf00406   318034   317027  -2    16.65
orf00407   319281   318031  -1    12.32
orf00408   320269   320114  -2    13.19
orf00409   320063   319278  -3    16.35
orf00410   321048   320335  -1    15.47
orf00411   322868   321045  -3    20.79
orf00413   323024   323689  +2    20.71
orf00414   324036   323812  -1    17.53
orf00415   324845   324066  -3    14.65
orf00416   326173   324842  -2    15.46
orf00418   326630   326229  -3    16.49
orf00419   328544   326715  -3    19.24
orf00421   329198   328587  -3    16.25
orf00422   330753   329224  -1    19.64
orf00423   331910   330777  -3    17.48
orf00424   332971   331907  -2    20.82
orf00425   333179   334138  +2    13.66
orf00426   334757   334224  -3    13.49
orf00427   335209   334940  -2    11.39
orf00428   335755   335240  -2    15.04
orf00430   335959   336588  +1    14.06
orf00432   336631   337728  +1    16.63
orf00433   338381   337932  -3    18.64
orf00434   338493   338371  -1     5.18
orf00435   338634   339665  +3    16.95
orf00436   340490   339828  -3    19.77
orf00437   340575   341264  +3    18.11
orf00438   341277   341825  +3     9.98
orf00439   342602   341832  -3    15.37
orf00441   342674   343432  +2    21.81
orf00442   343435   344109  +1    20.52
orf00443   344870   344130  -3    12.24
orf00444   345020   345580  +2    17.19
orf00445   345618   346055  +3    16.83
orf00446   346066   347517  +1    13.99
orf00448   347595   348305  +3    16.29
orf00449   348479   350719  +2    20.47
orf00451   350803   352104  +1    17.77
orf00452   352092   352253  +3     1.65
orf00453   352434   353633  +3    21.80
orf00454   353634   354518  +3    20.90
orf00456   354697   357660  +1    20.26
orf00458   357720   358928  +3    20.93
orf00460   359000   359335  +2    12.00
orf00461   360176   359343  -3    13.05
orf00462   360419   361819  +2    21.75
orf00466   364221   362218  -1    18.77
orf00468   365309   364395  -3    12.17
orf00470   365950   365306  -2    15.30
orf00471   366108   365983  -1     2.59
orf00472   366112   368271  +1    15.89
orf00473   369155   368358  -3    20.47
orf00474   369280   370374  +1    10.68
orf00475   370445   371152  +2    17.48
orf00476   371323   372567  +1    14.01
orf00477   372638   373402  +2    14.71
orf00478   373514   374938  +2    19.97
orf00480   375836   374976  -3    19.33
orf00481   375919   376716  +1    18.63
orf00482   376916   377806  +2    17.43
orf00483   378750   377803  -1    15.36
orf00484   379287   378802  -1    13.66
orf00486   380100   379324  -1    14.80
orf00487   381231   380179  -1    22.36
orf00489   382517   381396  -3    20.76
orf00490   382775   382912  +2     2.03
orf00491   383009   383803  +2    14.35
orf00492   383800   384825  +1    21.05
orf00494   384834   385667  +3    20.23
orf00495   385817   387130  +2    19.68
orf00496   388085   387576  -3    24.97
orf00497   388629   388096  -1    19.12
orf00498   388980   388756  -1    19.19
orf00499   389791   389030  -2    21.45
orf00500   390177   389797  -1     7.03
orf00501   390599   390988  +2    19.36
orf00503   391059   391838  +3    19.54
orf00504   395396   391953  -3    18.28
orf00506   396026   395418  -3    16.54
orf00507   396640   396026  -2    20.81
orf00508   397418   396879  -3    15.67
orf00510   397466   398515  +2    15.45
orf00511   399713   398637  -3    20.80
orf00512   400487   399852  -3    16.17
orf00513   400574   401479  +2    10.20
orf00514   401542   402861  +1    18.06
orf00515   403445   402858  -3    17.00
orf00517   403575   403997  +3     8.58
orf00518   405006   404125  -1    19.59
orf00519   405895   405104  -2    17.28
orf00520   405999   407213  +3    15.38
orf00523   407210   407767  +2    13.64
orf00525   407848   409182  +1    20.51
orf00527   410552   409326  -3    11.04
orf00528   410926   410549  -2    18.16
orf00529   411052   412842  +1    16.03
orf00531   413601   412933  -1    14.01
orf00532   413741   415279  +2    18.15
orf00535   416755   415406  -2    17.51
orf00536   416919   418016  +3    15.50
orf00537   418142   418504  +2    18.95
orf00538   418501   419271  +1    19.63
orf00539   419275   419691  +1    13.04
orf00540   419728   420699  +1    18.98
orf00541   418143   418003  -1     2.78
orf00542   420699   421214  +3    16.27
orf00543   421211   422068  +2    22.76
orf00544   422529   422170  -1    14.55
orf00546   422528   423007  +2    20.29
orf00547   424308   423040  -1    19.28
orf00548   424307   424450  +2     3.37
orf00549   424513   425043  +1    13.45
orf00550   425076   425639  +3    16.42
orf00551   425636   426286  +2    14.81
orf00553   426391   427632  +1    20.02
orf00555   427638   428354  +3    16.46
orf00556   429596   428613  -3    12.96
orf00557   430123   429725  -2    18.23
orf00558   430498   430127  -2    17.34
orf00559   430733   431269  +2    20.97
orf00561   431879   431334  -3    15.14
orf00562   432286   431882  -2    20.72
orf00564   433088   432336  -3    17.24
orf00566   433404   433874  +3    12.06
orf00567   434121   435560  +3    21.73
orf00568   436545   436889  +3    11.75
orf00569   436958   437146  +2     6.50
orf00570   437146   437328  +1    21.14
orf00572   438650   438156  -3    19.81
orf00573   438748   439005  +1    16.34
orf00575   439002   440003  +3    18.59
orf00576   440177   441607  +2    20.49
orf00578   440152   440000  -2     2.79
orf00579   441717   442865  +3    21.05
orf00581   443064   444677  +3    14.47
orf00582   445200   444889  -1    11.85
orf00583   445545   447518  +3    18.37
orf00584   447518   447805  +2     6.50
orf00585   447850   448167  +1    18.06
orf00586   448237   450525  +1    17.10
orf00588   450529   450996  +1    13.95
orf00589   450996   451877  +3     8.81
orf00590   451877   452911  +2    14.26
orf00592   452915   453304  +2    12.22
orf00594   453370   453864  +1    11.88
orf00595   453868   454251  +1     7.16
orf00597   454310   454861  +2    11.32
orf00598   454858   455328  +1     6.47
orf00599   455622   458639  +3    18.58
orf00600   455636   455430  -3     3.11
orf00601   459857   458721  -3    14.26
orf00603   460933   459857  -2    13.87
orf00604   461720   460977  -3    15.24
orf00606   461992   464661  +1    20.72
orf00609   464819   467092  +2    16.37
orf00610   467112   469664  +3    16.96
orf00612   469661   471415  +2    18.93
orf00614   471542   472783  +2    14.00
orf00615   474191   473349  -3    13.47
orf00616   474985   474284  -2    11.43
orf00617   476112   475084  -1    14.10
orf00620   476205   478694  +3    19.51
orf00621   478881   480575  +3    18.33
orf00623   481311   480685  -1    13.23
orf00624   481717   481298  -2    12.85
orf00625   481808   482692  +2    19.76
orf00627   483478   482840  -2    21.45
orf00628   483674   485065  +2    18.82
orf00630   485068   485529  +1    14.03
orf00631   485536   485997  +1    10.50
orf00632   486301   488268  +1    16.03
orf00634   488343   489194  +3    18.48
orf00636   489815   489450  -3    12.69
orf00637   490711   489812  -2    17.04
orf00638   492387   490708  -1    17.32
orf00640   492444   493181  +3    18.04
orf00641   493280   493702  +2    22.35
orf00642   494368   494919  +1    14.64
orf00643   494052   493699  -1     4.78
orf00644   494925   496205  +3    18.54
orf00645   496211   497056  +2    17.78
orf00647   497897   497124  -3    13.70
orf00648   498490   497963  -2    10.81
orf00649   499170   498493  -1    12.61
orf00650   499850   499170  -3    18.09
orf00651   501015   499915  -1    25.55
orf00652   501094   501555  +1     3.69
orf00653   501608   501904  +2     7.87
orf00654   502048   502878  +1    14.16
orf00656   503294   505627  +2    17.32
orf00657   506402   505653  -3    17.13
orf00658   507022   506405  -2    19.32
orf00659   507703   507110  -2    20.26
orf00661   508937   507861  -3    16.76
orf00662   510106   509168  -2    20.52
orf00663   510498   510247  -1    11.57
orf00664   510775   510479  -2     7.44
orf00666   511608   510823  -1    15.70
orf00667   512729   511605  -3    10.30
orf00669   513624   512716  -1    17.01
orf00671   513739   513996  +1    18.39
orf00672   514127   514633  +2    19.44
orf00673   514814   515596  +2    16.72
orf00675   515665   516201  +1    19.00
orf00676   516551   517069  +2    13.82
orf00677   517115   517498  +2    18.78
orf00679   517973   518812  +2     7.26
orf00680   520157   518835  -3    15.67
orf00681   520290   521306  +3     8.08
orf00682   521382   521507  +3    14.26
orf00684   521801   525871  +2    21.01
orf00685   521767   521576  -2     3.77
orf00686   525985   530175  +1    21.68
orf00688   530388   532190  +3    15.00
orf00690   533670   532219  -1    13.23
orf00691   534746   533874  -3    18.88
orf00692   535012   535314  +1    14.20
orf00693   535535   535311  -3    10.15
orf00694   536333   535683  -3    19.60
orf00695   536549   537724  +2    19.90
orf00696   537813   538517  +3    20.73
orf00697   538641   539423  +3    11.88
orf00698   539715   539849  +3     2.35
orf00699   539874   540140  +3    13.59
orf00701   540134   541060  +2    12.30
orf00702   541057   542022  +1    12.85
orf00703   542670   542230  -1    10.52
orf00704   543387   542926  -1     9.24
orf00705   544142   543393  -3    13.25
orf00706   544208   545014  +2    11.95
orf00707   545087   545431  +2    19.16
orf00709   545516   547033  +2    11.06
orf00711   547751   546990  -3    13.78
orf00713   548428   547766  -2    15.42
orf00715   549707   548559  -3    16.03
orf00717   549785   550297  +2    16.88
orf00719   550294   550638  +1    14.55
orf00720   550635   551693  +3    18.04
orf00721   551690   552427  +2    16.13
orf00722   552437   553942  +2    16.91
orf00724   555748   554006  -2    19.66
orf00725   557511   556300  -1    22.40
orf00727   559946   557634  -3    17.68
orf00728   561081   559918  -1    16.33
orf00729   562142   561081  -3    15.64
orf00730   562935   562195  -1    14.17
orf00731   563186   565738  +2    16.92
orf00733   565735   567483  +1    18.72
orf00735   567895   570570  +1    19.34
orf00738   570710   573022  +2    17.91
orf00740   573019   574137  +1    18.40
orf00741   574146   575390  +3    10.50
orf00744   575457   578003  +3    18.27
orf00746   580180   578180  -2    15.96
orf00748   583260   580177  -1    11.29
orf00750   585035   583257  -3    12.62
orf00751   585227   585727  +2    10.95
orf00754   587175   585808  -1    12.65
orf00755   587294   588349  +2    16.50
orf00757   589827   588385  -1    12.25
orf00758   589928   591400  +2    14.64
orf00759   589960   589838  -2     4.41
orf00760   591574   591813  +1     8.06
orf00762   592588   591821  -2    10.60
orf00763   593670   592585  -1     9.47
orf00764   595761   593698  -1    12.90
orf00765   596745   595774  -1    14.31
orf00767   598487   596904  -3    12.22
orf00768   600312   598492  -1    13.50
orf00769   600364   600522  +1     2.66
orf00770   601819   600869  -2     7.79
orf00771   602316   601816  -1     9.00
orf00772   602493   605633  +3    11.29
orf00775   608744   605856  -3    19.88
orf00776   609017   609643  +2    12.93
orf00777   609640   610860  +1    13.02
orf00779   610862   611818  +2    19.89
orf00780   611815   613128  +1    16.98
orf00781   613125   614123  +3    18.11
orf00783   614116   614982  +1    20.47
orf00785   615880   615092  -2    18.56
orf00787   616547   619540  +2    15.14
orf00789   619672   621255  +1    10.19
orf00790   621441   622385  +3     8.02
orf00791   622422   625001  +3    12.55
orf00792   625247   625125  -3     0.51
orf00793   625313   626785  +2     3.26
orf00794   628149   627265  -1     6.63
orf00796   629354   628146  -3     6.63
orf00797   630853   629366  -2    12.66
orf00798   633728   630915  -3    12.93
orf00799   634579   634127  -2    14.50
orf00800   634701   635744  +3    12.56
orf00801   635731   637149  +1    12.17
orf00802   637146   638426  +3    12.38
orf00804   638436   639614  +3    13.38
orf00806   640571   640017  -3     4.36
orf00807   641160   643121  +3    10.10
orf00808   644366   643203  -3    11.88
orf00809   644492   644845  +2    12.90
orf00812   646812   644899  -1    12.28
orf00814   647352   646891  -1     7.03
orf00815   647741   647358  -3    11.92
orf00816   648369   650219  +3    17.76
orf00818   650256   652550  +3    14.07
orf00819   652547   652999  +2     8.33
orf00820   652996   653364  +1    11.06
orf00822   653361   654437  +3     9.32
orf00823   654434   655264  +2     9.52
orf00825   656014   657501  +1     5.15
orf00826   657630   658358  +3     7.11
orf00828   660953   658410  -3     6.38
orf00830   664099   661391  -2     3.11
orf00831   665670   664096  -1     7.31
orf00833   667983   669392  +3    16.42
orf00834   669411   670697  +3    19.86
orf00836   670709   671599  +2    16.76
orf00837   671612   672397  +2    18.08
orf00838   672394   672540  +1     1.69
orf00840   672552   673124  +3    14.75
orf00842   673168   674262  +1    10.96
orf00843   674497   675717  +1    19.51
orf00844   674529   674374  -1     3.32
orf00845   675746   678214  +2    17.11
orf00847   678211   678555  +1    12.67
orf00849   678556   681234  +1    12.08
orf00850   681224   682009  +2     5.98
orf00852   683989   682298  -2     7.30
orf00853   684666   686501  +3    19.81
orf00854   686993   687850  +2     5.36
orf00855   687847   688890  +1    19.64
orf00856   688901   691795  +2    17.07
orf00857   692772   691792  -1    18.23
orf00858   693146   692769  -3     5.81
orf00859   693531   693187  -1     5.62
orf00861   693721   693578  -2     6.78
orf00862   694489   695751  +1    21.94
orf00864   695919   697064  +3    14.23
orf00865   697061   697414  +2    22.88
orf00868   698660   697476  -3    16.12
orf00869   699723   698671  -1    12.32
orf00871   702176   699720  -3    18.23
orf00872   702925   702173  -2    22.76
orf00874   703726   702935  -2    19.38
orf00876   704663   703860  -3    14.23
orf00877   704751   705758  +3    14.64
orf00880   707068   705857  -2    17.95
orf00881   707465   707070  -3     5.96
orf00882   707704   707465  -2    10.68
orf00884   708541   707852  -2    20.46
orf00886   708977   708546  -3    17.58
orf00887   709535   710449  +2    15.63
orf00888   711202   710582  -2    19.57
orf00889   711951   711214  -1    18.33
orf00890   712046   712504  +2    12.56
orf00891   714430   712901  -2    18.89
orf00893   715081   714443  -2    15.59
orf00894   715867   717300  +1    12.79
orf00895   715641   715078  -1    13.11
orf00896   717697   717326  -2    17.82
orf00897   719066   717756  -3    21.51
orf00898   719275   721605  +1    17.77
orf00900   722177   721674  -3    19.03
orf00901   722139   722309  +3     0.50
orf00903   722871   722530  -1    18.58
orf00904   723136   725220  +1    19.53
orf00906   725748   725455  -1    14.63
orf00907   728312   725745  -3    18.00
orf00909   730118   728484  -3    20.34
orf00910   730199   730774  +2    13.07
orf00911   731785   731288  -2    15.69
orf00912   732051   732350  +3    20.63
orf00913   734994   733069  -1    17.58
orf00914   735136   735315  +1     2.07
orf00915   735581   735790  +2     7.21
orf00916   735935   736294  +2    15.48
orf00917   736397   736603  +2     9.26
orf00918   736646   736843  +2     8.97
orf00919   737285   736995  -3    16.24
orf00920   737865   737560  -1    17.43
orf00921   739155   738073  -1    18.66
orf00923   741080   739152  -3    18.25
orf00925   741188   741370  +2    23.45
orf00926   742660   741491  -2    20.04
orf00928   742803   743903  +3    15.13
orf00929   744222   743908  -1    15.96
orf00931   744393   744262  -1    17.28
orf00932   744979   745101  +1     4.15
orf00933   745297   745106  -2     4.69
orf00934   745534   745361  -2    10.12
orf00936   745804   745691  -2     8.93
orf00937   746522   745857  -3     3.75
orf00939   747152   746994  -3     4.64
orf00940   748364   749605  +2     7.61
orf00941   749605   751746  +1    14.02
orf00942   753555   751912  -1    25.05
orf00944   753903   753613  -1    20.82
orf00945   754078   754272  +1     6.95
orf00946   754291   754719  +1    20.31
orf00947   755432   754920  -3    13.73
orf00949   757067   757693  +2    17.00
orf00950   756940   755633  -2    20.69
orf00951   757775   758929  +2    12.63
orf00952   759003   760328  +3    18.89
orf00954   760404   761171  +3    14.53
orf00955   763244   761331  -3    18.38
orf00957   763402   764409  +1    21.58
orf00959   764469   765407  +3    18.11
orf00960   765461   766369  +2     8.18
orf00961   767000   766431  -3    19.90
orf00962   767619   767113  -1    18.91
orf00964   770675   767766  -3    19.32
orf00966   772080   770989  -1    19.37
orf00967   773424   772483  -1    20.16
orf00969   773846   773424  -3    23.41
orf00970   774860   773907  -3    18.50
orf00971   774914   775480  +2    18.90
orf00972   775722   776006  +3     8.70
orf00973   776744   776040  -3     9.47
orf00974   777466   776741  -2    15.54
orf00975   778833   777565  -1    22.06
orf00976   779134   779454  +1    16.92
orf00977   779459   781354  +2    19.67
orf00979   782591   781563  -3    17.19
orf00980   784203   782962  -1    20.18
orf00981   785232   784354  -1    20.56
orf00982   786407   785370  -3    15.64
orf00983   787266   786565  -1    20.49
orf00985   787854   787414  -1    16.06
orf00986   787997   787812  -3    10.58
orf00987   789284   788226  -3    14.92
orf00988   789405   789971  +3    18.42
orf00989   792627   790171  -1    21.40
orf00990   792616   792741  +1     2.19
orf00993   794480   792780  -3    18.69
orf00994   794834   794625  -3    22.02
orf00996   795175   794831  -2     8.20
orf00997   796121   795180  -3    22.50
orf00999   796867   796121  -2    20.07
orf01000   797075   797413  +2    11.91
orf01002   798150   797572  -1    18.29
orf01003   798442   798188  -2    13.28
orf01004   798746   798970  +2    11.95
orf01005   798967   799614  +1    21.05
orf01007   799698   800306  +3    16.99
orf01009   800875   801024  +1     1.79
orf01010   800613   800491  -1     2.90
orf01011   801209   800991  -3    15.55
orf01012   801428   802906  +2    18.59
orf01013   803287   804396  +1    15.91
orf01014   805563   804406  -1    18.83
orf01015   809219   805656  -3    21.45
orf01018   811756   809333  -2    19.73
orf01020   813748   811916  -2    22.22
orf01021   814273   814151  -2     1.44
orf01022   814315   814716  +1    10.54
orf01023   815656   814730  -2    16.63
orf01024   815808   816164  +3    20.64
orf01026   818078   816459  -3    21.69
orf01028   820288   818420  -2    20.34
orf01029   820651   821874  +1    15.14
orf01030   823902   822127  -1    13.98
orf01031   824411   824022  -3    18.80
orf01033   825389   824523  -3    22.63
orf01035   825523   826839  +1    17.14
orf01036   827492   826842  -3    20.85
orf01038   827668   828045  +1     8.80
orf01039   828998   828042  -3    17.88
