
	    	
EasyGene 1.2 Server - prediction results
Technical University of Denmark

##gff-version 2
##source-version easygene-1.2b
##date 2017-03-29
##Type DNA
# model:  SAM03 Staphylococcus aureus MU50
# seqname		model	feature	start	end	   score       +/-	?	startc	    odds
# --------------------------------------------------------------------------------------------------------------
Chromosome	SAM03	CDS	78283	78693	2.31083	+	0	#GTG	-49.088
Chromosome	SAM03	CDS	79957	80406	0.724054	+	0	#TTG	-74.5077
Chromosome	SAM03	CDS	85218	85529	42.1453	+	0	#ATG	-45.8405
Chromosome	SAM03	CDS	91685	92014	25.1563	+	0	#TTG	-68.0729
Chromosome	SAM03	CDS	96637	96999	9.58315	+	0	#TTG	-52.8368
Chromosome	SAM03	CDS	97453	97743	76.7172	+	0	#GTG	-43.1675
Chromosome	SAM03	CDS	101458	101940	0.0902637	+	0	#TTG	-11.7431
Chromosome	SAM03	CDS	107012	107359	14.8887	+	0	#ATG	-72.8668
Chromosome	SAM03	CDS	109172	109846	0.000765509	+	0	#GTG	-139.551
Chromosome	SAM03	CDS	114611	114913	54.8765	+	0	#ATG	-80.7315
Chromosome	SAM03	CDS	116075	116782	0.000275932	+	0	#GTG	-59.0114
Chromosome	SAM03	CDS	120622	120993	7.3392	+	0	#GTG	-49.2483
Chromosome	SAM03	CDS	122869	123165	45.9315	+	0	#GTG	-23.71
Chromosome	SAM03	CDS	124222	125388	1.6475e-10	+	0	#GTG	-139.561
Chromosome	SAM03	CDS	128988	129473	0.234675	+	0	#TTG	-39.4084
Chromosome	SAM03	CDS	132595	132936	17.7397	+	0	#TTG	-103.318
Chromosome	SAM03	CDS	134090	134428	19.3613	+	0	#ATG	-95.3959
Chromosome	SAM03	CDS	135144	135512	6.8765	+	0	#ATG	-29.9163
Chromosome	SAM03	CDS	136166	136552	2.88539	+	0	#ATG	-20.8723
Chromosome	SAM03	CDS	140106	140417	17.3168	+	0	#GTG	-15.3581
Chromosome	SAM03	CDS	142253	142579	27.2141	+	0	#GTG	-44.1898
Chromosome	SAM03	CDS	143164	143469	50.3433	+	0	#TTG	-109.893
Chromosome	SAM03	CDS	143559	143894	21.1291	+	0	#ATG	-86.2791
Chromosome	SAM03	CDS	143204	143950	3.57235e-05	+	0	#ATG	-13.774
Chromosome	SAM03	CDS	143976	144491	0.0985267	+	0	#TTG	-51.6172
Chromosome	SAM03	CDS	145261	145674	2.05949	+	0	#GTG	-40.2698
Chromosome	SAM03	CDS	146671	147273	0.00698796	+	0	#ATG	-78.7046
Chromosome	SAM03	CDS	147621	147965	16.2525	+	0	#GTG	-116.691
Chromosome	SAM03	CDS	158617	159111	0.186842	+	0	#GTG	-71.3192
Chromosome	SAM03	CDS	160022	160507	0.245038	+	0	#ATG	-58.97
Chromosome	SAM03	CDS	160917	161210	49.6623	+	0	#TTG	-23.535
Chromosome	SAM03	CDS	167512	167928	1.04085	+	0	#GTG	-18.5525
Chromosome	SAM03	CDS	169404	169823	1.62451	+	0	#TTG	-34.1731
Chromosome	SAM03	CDS	178465	178881	1.94133	+	0	#TTG	-77.6899
Chromosome	SAM03	CDS	181930	182289	10.4766	+	0	#GTG	-73.5031
Chromosome	SAM03	CDS	182670	182984	38.8424	+	0	#TTG	-68.9815
Chromosome	SAM03	CDS	184988	185362	6.72135	+	0	#GTG	-49.9
Chromosome	SAM03	CDS	185337	185663	27.34	+	0	#GTG	-47.2071
Chromosome	SAM03	CDS	186247	186783	0.0522759	+	0	#GTG	-58.4204
Chromosome	SAM03	CDS	193038	193448	2.31881	+	0	#GTG	-55.0306
Chromosome	SAM03	CDS	198008	198355	14.1552	+	0	#GTG	-36.4359
Chromosome	SAM03	CDS	199073	199786	0.000223993	+	0	#ATG	-46.2411
Chromosome	SAM03	CDS	200892	201650	5.7104e-05	+	0	#GTG	-73.0878
Chromosome	SAM03	CDS	202061	202345	25.0082	+	0	#ATG	-11.5974
Chromosome	SAM03	CDS	203249	203770	0.0825123	+	0	#GTG	-90.6614
Chromosome	SAM03	CDS	211515	212063	0.0363294	+	0	#ATG	-105.788
Chromosome	SAM03	CDS	211723	212421	0.000365219	+	0	#ATG	-81.3245
Chromosome	SAM03	CDS	213944	214267	29.9396	+	0	#ATG	-93.583
Chromosome	SAM03	CDS	214983	215279	53.3508	+	0	#GTG	-27.6871
Chromosome	SAM03	CDS	216154	216462	40.0178	+	0	#TTG	-29.947
Chromosome	SAM03	CDS	219329	219670	17.6541	+	0	#TTG	-46.7765
Chromosome	SAM03	CDS	220613	220909	38.3347	+	0	#ATG	-20.3324
Chromosome	SAM03	CDS	224355	224669	36.3635	+	0	#ATG	-34.5001
Chromosome	SAM03	CDS	229846	230160	38.8261	+	0	#TTG	-54.0776
Chromosome	SAM03	CDS	233461	233886	1.48381	+	0	#TTG	-57.9733
Chromosome	SAM03	CDS	235608	235889	99.3782	+	0	#GTG	-44.1428
Chromosome	SAM03	CDS	241023	241385	3.14257	+	0	#GTG	-12.4945
Chromosome	SAM03	CDS	245996	246334	19.3613	+	0	#GTG	-86.0747
Chromosome	SAM03	CDS	247624	247965	17.7397	+	0	#GTG	-88.5758
Chromosome	SAM03	CDS	249382	249714	23.0359	+	0	#TTG	-52.4797
Chromosome	SAM03	CDS	249808	250284	0.318561	+	0	#GTG	-47.2741
Chromosome	SAM03	CDS	252983	253297	33.1597	+	0	#GTG	-29.3736
Chromosome	SAM03	CDS	256396	256767	7.36245	+	0	#GTG	-80.4383
Chromosome	SAM03	CDS	258734	259171	1.03719	+	0	#GTG	-104.656
Chromosome	SAM03	CDS	261177	261599	1.55563	+	0	#TTG	-38.5658
Chromosome	SAM03	CDS	261824	262699	1.09425e-06	+	0	#GTG	-26.2644
Chromosome	SAM03	CDS	265509	265808	58.2332	+	0	#TTG	-38.677
Chromosome	SAM03	CDS	271214	271636	1.12805	+	0	#GTG	-23.6691
Chromosome	SAM03	CDS	273289	273780	0.204566	+	0	#GTG	-74.5663
Chromosome	SAM03	CDS	275550	275870	32.4447	+	0	#GTG	-45.0501
Chromosome	SAM03	CDS	282171	283040	1.75801e-06	+	0	#GTG	-47.2415
Chromosome	SAM03	CDS	283290	283784	0.186845	+	0	#GTG	-109.161
Chromosome	SAM03	CDS	285544	285999	0.113964	+	0	#GTG	-6.1309
Chromosome	SAM03	CDS	289791	290150	1.94649	+	0	#ATG	-7.374
Chromosome	SAM03	CDS	291770	292066	58.9158	+	0	#GTG	-31.8934
Chromosome	SAM03	CDS	294496	294798	34.4478	+	0	#ATG	-21.4361
Chromosome	SAM03	CDS	295968	296303	21.1291	+	0	#ATG	-81.8019
Chromosome	SAM03	CDS	298101	298409	37.8537	+	0	#ATG	-27.8234
Chromosome	SAM03	CDS	298449	298736	83.5094	+	0	#GTG	-42.7598
Chromosome	SAM03	CDS	299479	299775	58.4448	+	0	#ATG	-31.4539
Chromosome	SAM03	CDS	300295	300717	1.62281	+	0	#GTG	-58.268
Chromosome	SAM03	CDS	301729	302490	5.19077e-05	+	0	#GTG	-60.1199
Chromosome	SAM03	CDS	304078	304359	99.8584	+	0	#GTG	-49.1782
Chromosome	SAM03	CDS	306667	307458	2.0523e-05	+	0	#ATG	-94.3516
Chromosome	SAM03	CDS	312283	312690	0.774424	+	0	#ATG	-11.3169
Chromosome	SAM03	CDS	314554	314949	1.69259	+	0	#TTG	-16.5413
Chromosome	SAM03	CDS	323185	323670	0.00243799	+	0	#GTG	12.991
Chromosome	SAM03	CDS	326678	327079	3.03242	+	0	#ATG	-71.4925
Chromosome	SAM03	CDS	328884	329282	3.3129	+	0	#ATG	-56.3055
Chromosome	SAM03	CDS	331602	331943	17.7381	+	0	#GTG	-59.6067
Chromosome	SAM03	CDS	334602	334955	11.4129	+	0	#ATG	-33.2585
Chromosome	SAM03	CDS	334936	335280	16.2525	+	0	#GTG	-85.2347
Chromosome	SAM03	CDS	339104	339508	2.51526	+	0	#GTG	-33.373
Chromosome	SAM03	CDS	339960	340493	0.0573235	+	0	#ATG	-86.6687
Chromosome	SAM03	CDS	343449	343820	5.66275	+	0	#GTG	-26.1965
Chromosome	SAM03	CDS	354761	355075	38.8425	+	0	#ATG	-102.088
Chromosome	SAM03	CDS	356415	356780	5.91745	+	0	#GTG	-22.8596
Chromosome	SAM03	CDS	359033	359335	54.8753	+	0	#ATG	-61.3846
Chromosome	SAM03	CDS	365687	366025	19.3343	+	0	#GTG	-51.1502
Chromosome	SAM03	CDS	365725	366042	35.6177	+	0	#GTG	-70.0208
Chromosome	SAM03	CDS	367392	367769	4.48619	+	0	#GTG	-24.684
Chromosome	SAM03	CDS	375207	375896	0.000418704	+	0	#GTG	-33.3941
Chromosome	SAM03	CDS	378121	378459	14.5005	+	0	#ATG	-25.3087
Chromosome	SAM03	CDS	380896	381474	0.0134503	+	0	#GTG	-36.8338
Chromosome	SAM03	CDS	384917	385222	9.30313	+	0	#GTG	-8.1751
Chromosome	SAM03	CDS	388074	388463	4.32757	+	0	#TTG	-172.581
Chromosome	SAM03	CDS	389971	390285	38.8424	+	0	#GTG	-70.5449
Chromosome	SAM03	CDS	392070	392522	0.656368	+	0	#GTG	-47.4332
Chromosome	SAM03	CDS	393005	393472	0.42169	+	0	#TTG	-173.554
Chromosome	SAM03	CDS	393848	394582	0.000120071	+	0	#GTG	-259.796
Chromosome	SAM03	CDS	396401	396721	24.9757	+	0	#GTG	-25.7925
Chromosome	SAM03	CDS	397125	397469	16.2525	+	0	#ATG	-82.9837
Chromosome	SAM03	CDS	399312	399749	0.795268	+	0	#GTG	-26.413
Chromosome	SAM03	CDS	401186	401479	71.0214	+	0	#TTG	-59.258
Chromosome	SAM03	CDS	403575	403997	1.61732	+	0	#ATG	-49.9787
Chromosome	SAM03	CDS	408332	408628	65.1811	+	0	#ATG	-126.084
Chromosome	SAM03	CDS	410372	410722	13.6381	+	0	#TTG	-93.4949
Chromosome	SAM03	CDS	416462	416794	23.0195	+	0	#TTG	-50.5084
Chromosome	SAM03	CDS	422121	422468	14.8887	+	0	#GTG	-100.339
Chromosome	SAM03	CDS	423943	424353	2.32012	+	0	#GTG	-58.3721
Chromosome	SAM03	CDS	426492	426800	36.4739	+	0	#ATG	-26.6477
Chromosome	SAM03	CDS	426960	427262	4.49567	+	0	#GTG	-2.8892
Chromosome	SAM03	CDS	428846	429172	27.4454	+	0	#GTG	-86.0831
Chromosome	SAM03	CDS	429959	430504	0.00483752	+	0	#GTG	-1.1168
Chromosome	SAM03	CDS	433373	433783	2.28869	+	0	#ATG	-44.0146
Chromosome	SAM03	CDS	434954	435232	91.9775	+	0	#GTG	-28.6441
Chromosome	SAM03	CDS	441442	441750	34.9406	+	0	#GTG	-25.4505
Chromosome	SAM03	CDS	442040	442363	29.5624	+	0	#GTG	-42.4584
Chromosome	SAM03	CDS	452605	453021	1.92428	+	0	#TTG	-46.2427
Chromosome	SAM03	CDS	453638	454042	2.774	+	0	#TTG	-142.201
Chromosome	SAM03	CDS	459603	459908	50.3433	+	0	#GTG	-74.304
Chromosome	SAM03	CDS	462765	463016	69.6857	+	0	#GTG	-12.8277
Chromosome	SAM03	CDS	463134	463439	50.3201	+	0	#TTG	-53.4766
Chromosome	SAM03	CDS	463623	463922	59.8035	+	0	#GTG	-56.9406
Chromosome	SAM03	CDS	464743	465072	25.1562	+	0	#ATG	-65.59
Chromosome	SAM03	CDS	465808	466581	3.58545e-05	+	0	#GTG	-67.532
Chromosome	SAM03	CDS	470500	470847	1.78112	+	0	#GTG	-4.3364
Chromosome	SAM03	CDS	475741	476169	1.35543	+	0	#ATG	-54.0455
Chromosome	SAM03	CDS	481102	481419	35.6083	+	0	#TTG	-55.5549
Chromosome	SAM03	CDS	483619	484218	0.00623709	+	0	#ATG	-29.4784
Chromosome	SAM03	CDS	484258	484908	0.00146862	+	0	#GTG	-36.9186
Chromosome	SAM03	CDS	486294	486800	0.0715993	+	0	#GTG	-18.8171
Chromosome	SAM03	CDS	487224	487544	28.3433	+	0	#GTG	-30.131
Chromosome	SAM03	CDS	488942	489343	1.75738	+	0	#GTG	-19.9148
Chromosome	SAM03	CDS	494487	494783	35.0959	+	0	#GTG	-18.9786
Chromosome	SAM03	CDS	498634	498882	78.8153	+	0	#GTG	-13.2109
Chromosome	SAM03	CDS	498489	499055	0.0209941	+	0	#ATG	-93.7909
Chromosome	SAM03	CDS	501948	502298	13.6055	+	0	#TTG	-49.6556
Chromosome	SAM03	CDS	504388	504738	7.52414	+	0	#GTG	-19.19
Chromosome	SAM03	CDS	507521	507844	29.9105	+	0	#GTG	-51.8177
Chromosome	SAM03	CDS	510208	510537	22.3329	+	0	#GTG	-31.3062
Chromosome	SAM03	CDS	512646	513098	0.661731	+	0	#ATG	-67.2601
Chromosome	SAM03	CDS	513277	513666	2.20051	+	0	#GTG	-17.8021
Chromosome	SAM03	CDS	518425	518727	48.8549	+	0	#GTG	-31.1516
Chromosome	SAM03	CDS	518955	519434	0.238788	+	0	#GTG	-28.661
Chromosome	SAM03	CDS	521581	521952	7.08948	+	0	#ATG	-38.3639
Chromosome	SAM03	CDS	527085	527543	0.0164467	+	0	#GTG	6.5862
Chromosome	SAM03	CDS	538088	538588	0.14633	+	0	#GTG	-37.382
Chromosome	SAM03	CDS	541032	541295	23.5661	+	0	#ATG	-7.0731
Chromosome	SAM03	CDS	541467	542072	0.0063649	+	0	#ATG	-58.6656
Chromosome	SAM03	CDS	543449	543790	17.7397	+	0	#ATG	-99.5858
Chromosome	SAM03	CDS	543633	544163	0.0260239	+	0	#GTG	-14.1481
Chromosome	SAM03	CDS	545346	545630	91.8177	+	0	#GTG	-60.5999
Chromosome	SAM03	CDS	546292	546609	21.0988	+	0	#GTG	-20.4182
Chromosome	SAM03	CDS	548444	548794	13.6381	+	0	#GTG	-121.102
Chromosome	SAM03	CDS	548646	548915	2.50081	+	0	#ATG	3.6292
Chromosome	SAM03	CDS	552823	553101	37.2049	+	0	#ATG	-13.7475
Chromosome	SAM03	CDS	559590	559979	4.2727	+	0	#ATG	-43.9649
Chromosome	SAM03	CDS	561890	562231	17.7397	+	0	#ATG	-94.9462
Chromosome	SAM03	CDS	566574	566921	1.78112	+	0	#GTG	-4.3364
Chromosome	SAM03	CDS	568599	569015	1.26468	+	0	#GTG	-22.1902
Chromosome	SAM03	CDS	580221	580622	3.03243	+	0	#ATG	-116.247
Chromosome	SAM03	CDS	580644	581096	0.661752	+	0	#TTG	-77.1505
Chromosome	SAM03	CDS	586696	587070	6.44651	+	0	#GTG	-37.5563
Chromosome	SAM03	CDS	592914	593246	23.0525	+	0	#ATG	-57.7055
Chromosome	SAM03	CDS	594148	594543	3.61014	+	0	#ATG	-49.4634
Chromosome	SAM03	CDS	598200	598538	19.3611	+	0	#TTG	-66.3908
Chromosome	SAM03	CDS	602546	602977	1.24051	+	0	#TTG	-58.7726
Chromosome	SAM03	CDS	604007	604291	79.7548	+	0	#GTG	-29.8105
Chromosome	SAM03	CDS	608508	608792	90.4367	+	0	#TTG	-40.7796
Chromosome	SAM03	CDS	609984	610865	1.24503e-06	+	0	#ATG	-63.9982
Chromosome	SAM03	CDS	612546	613010	0.389259	+	0	#GTG	-30.0987
Chromosome	SAM03	CDS	617959	618585	0.00334887	+	0	#TTG	-98.5292
Chromosome	SAM03	CDS	622100	622552	0.661675	+	0	#TTG	-63.315
Chromosome	SAM03	CDS	624215	624607	3.94974	+	0	#ATG	-50.6789
Chromosome	SAM03	CDS	629756	630052	61.9932	+	0	#GTG	-35.6317
Chromosome	SAM03	CDS	630233	630664	1.20805	+	0	#TTG	-41.2107
Chromosome	SAM03	CDS	631575	631955	5.62136	+	0	#GTG	-48.1812
Chromosome	SAM03	CDS	632955	633386	0.73791	+	0	#ATG	-20.3508
Chromosome	SAM03	CDS	637714	637998	91.8197	+	0	#ATG	-102.918
Chromosome	SAM03	CDS	641894	642214	31.6283	+	0	#GTG	-38.256
Chromosome	SAM03	CDS	643388	643699	42.3545	+	0	#ATG	-67.9681
Chromosome	SAM03	CDS	644464	644784	26.7081	+	0	#TTG	-27.8311
Chromosome	SAM03	CDS	649414	649731	35.6177	+	0	#ATG	-100.888
Chromosome	SAM03	CDS	659750	660292	0.0436046	+	0	#TTG	-127.615
Chromosome	SAM03	CDS	661979	662413	1.12899	+	0	#TTG	-49.2185
Chromosome	SAM03	CDS	669239	669679	0.948134	+	0	#GTG	-84.236
Chromosome	SAM03	CDS	671746	672540	1.29756e-05	+	0	#GTG	-24.4526
Chromosome	SAM03	CDS	674789	675118	25.1564	+	0	#TTG	-119.832
Chromosome	SAM03	CDS	675135	675488	12.4914	+	0	#GTG	-88.5611
Chromosome	SAM03	CDS	676648	676989	17.7397	+	0	#GTG	-87.0971
Chromosome	SAM03	CDS	678705	679331	0.00327679	+	0	#GTG	-45.8455
Chromosome	SAM03	CDS	679379	679696	35.6177	+	0	#TTG	-76.8651
Chromosome	SAM03	CDS	680917	681234	35.6171	+	0	#ATG	-62.9456
Chromosome	SAM03	CDS	686155	686460	50.3433	+	0	#TTG	-81.9477
Chromosome	SAM03	CDS	690508	690780	30.1471	+	0	#GTG	-10.4887
Chromosome	SAM03	CDS	699301	699744	0.866677	+	0	#GTG	-71.9239
Chromosome	SAM03	CDS	699683	699979	65.1811	+	0	#TTG	-105.908
Chromosome	SAM03	CDS	701862	702197	21.1114	+	0	#TTG	-52.7366
Chromosome	SAM03	CDS	703412	703777	8.51716	+	0	#TTG	-39.2874
Chromosome	SAM03	CDS	703998	704321	27.738	+	0	#TTG	-33.8272
Chromosome	SAM03	CDS	704933	705292	10.4766	+	0	#TTG	-69.6105
Chromosome	SAM03	CDS	710536	710916	5.64643	+	0	#ATG	-117.056
Chromosome	SAM03	CDS	710924	711292	7.99653	+	0	#GTG	-46.8796
Chromosome	SAM03	CDS	717311	718015	0.000303473	+	0	#TTG	-101.675
Chromosome	SAM03	CDS	717696	718286	0.00998922	+	0	#ATG	-49.5641
Chromosome	SAM03	CDS	718359	719171	1.06895e-05	+	0	#GTG	-91.3914
Chromosome	SAM03	CDS	720369	720851	0.0125386	+	0	#GTG	4.4971
Chromosome	SAM03	CDS	723087	723374	72.8964	+	0	#ATG	-29.6516
Chromosome	SAM03	CDS	728390	728689	59.8109	+	0	#GTG	-81.5583
Chromosome	SAM03	CDS	732062	732373	15.1638	+	0	#TTG	-13.9025
Chromosome	SAM03	CDS	742703	743248	0.00300702	+	0	#ATG	2.5361
Chromosome	SAM03	CDS	755521	755853	23.0475	+	0	#ATG	-55.1631
Chromosome	SAM03	CDS	758993	759493	0.142822	+	0	#TTG	-35.2378
Chromosome	SAM03	CDS	761933	762268	21.1291	+	0	#TTG	-76.054
Chromosome	SAM03	CDS	786162	786491	25.1355	+	0	#GTG	-52.5302
Chromosome	SAM03	CDS	787503	787991	0.22396	+	0	#TTG	-117.807
Chromosome	SAM03	CDS	793146	793553	2.53699	+	0	#GTG	-60.3455
Chromosome	SAM03	CDS	800751	801275	0.0753348	+	0	#GTG	-109.714
Chromosome	SAM03	CDS	803883	804440	0.019983	+	0	#GTG	-25.1077
Chromosome	SAM03	CDS	810794	811150	11.4397	+	0	#GTG	-61.9408
Chromosome	SAM03	CDS	814509	814841	23.0557	+	0	#ATG	-63.6362
Chromosome	SAM03	CDS	817614	818006	3.94472	+	0	#ATG	-49.1168
Chromosome	SAM03	CDS	825702	826130	1.09298	+	0	#GTG	-27.9986
Chromosome	SAM03	CDS	827283	827594	31.9289	+	0	#ATG	-25.3672
Chromosome	SAM03	CDS	829123	829842	0.000190933	+	0	#GTG	-181.238
Chromosome	SAM03	CDS	833658	834023	8.78393	+	0	#GTG	-69.1928
Chromosome	SAM03	CDS	834020	834346	27.4454	+	0	#TTG	-72.2354
Chromosome	SAM03	CDS	835362	835748	4.72711	+	0	#GTG	-56.6475
Chromosome	SAM03	CDS	835935	836495	0.0207309	+	0	#GTG	-29.664
Chromosome	SAM03	CDS	839577	839909	12.0446	+	0	#GTG	-18.4123
Chromosome	SAM03	CDS	841642	842049	1.90476	+	0	#ATG	-25.6516
Chromosome	SAM03	CDS	843304	843816	0.10839	+	0	#ATG	-119.657
Chromosome	SAM03	CDS	845809	846111	53.6063	+	0	#ATG	-39.3338
Chromosome	SAM03	CDS	848370	848852	0.268403	+	0	#GTG	-79.3637
Chromosome	SAM03	CDS	848880	849194	38.8409	+	0	#ATG	-60.5861
Chromosome	SAM03	CDS	857869	858195	27.4454	+	0	#TTG	-83.3223
Chromosome	SAM03	CDS	859823	860116	71.0197	+	0	#GTG	-58.1553
Chromosome	SAM03	CDS	861321	861608	84.298	+	0	#GTG	-94.7143
Chromosome	SAM03	CDS	865952	866236	91.8197	+	0	#ATG	-78.5632
Chromosome	SAM03	CDS	867542	867871	25.1564	+	0	#ATG	-91.9085
Chromosome	SAM03	CDS	867342	868202	2.40059e-06	+	0	#GTG	-101.225
Chromosome	SAM03	CDS	869597	870250	0.000170856	+	0	#GTG	0.7924
Chromosome	SAM03	CDS	882955	883269	38.8425	+	0	#ATG	-75.5269
Chromosome	SAM03	CDS	883773	884036	70.8861	+	0	#TTG	-16.181
Chromosome	SAM03	CDS	886981	887412	1.23952	+	0	#GTG	-54.7648
Chromosome	SAM03	CDS	890708	891001	57.1209	+	0	#GTG	-27.1032
Chromosome	SAM03	CDS	893175	893576	3.03243	+	0	#GTG	-76.0735
Chromosome	SAM03	CDS	895694	896218	0.0576703	+	0	#TTG	-26.7556
Chromosome	SAM03	CDS	900813	901445	0.00278543	+	0	#TTG	-71.5556
Chromosome	SAM03	CDS	903353	903745	3.95981	+	0	#TTG	-122.642
Chromosome	SAM03	CDS	905885	906304	1.77521	+	0	#GTG	-63.4973
Chromosome	SAM03	CDS	907067	907369	44.9338	+	0	#GTG	-27.7432
Chromosome	SAM03	CDS	908162	908926	1.42713e-05	+	0	#GTG	-8.2206
Chromosome	SAM03	CDS	909151	909528	5.76075	+	0	#GTG	-35.2004
Chromosome	SAM03	CDS	912497	912892	3.44902	+	0	#ATG	-37.3407
Chromosome	SAM03	CDS	916820	917167	14.76	+	0	#GTG	-44.6213
Chromosome	SAM03	CDS	919502	919861	10.4766	+	0	#TTG	-90.3462
Chromosome	SAM03	CDS	920589	920927	17.4123	+	0	#ATG	-32.1096
Chromosome	SAM03	CDS	921512	921829	35.4377	+	0	#GTG	-45.9284
Chromosome	SAM03	CDS	927272	927616	9.672	+	0	#GTG	-20.4605
Chromosome	SAM03	CDS	929238	929528	77.3823	+	0	#TTG	-100.673
Chromosome	SAM03	CDS	930161	930619	0.552684	+	0	#GTG	-79.773
Chromosome	SAM03	CDS	933251	933571	32.6572	+	0	#TTG	-111.866
Chromosome	SAM03	CDS	934080	934412	23.0561	+	0	#TTG	-81.1391
Chromosome	SAM03	CDS	936415	936756	11.368	+	0	#ATG	-21.8186
Chromosome	SAM03	CDS	935745	936803	4.90887e-09	+	0	#TTG	-242.031
Chromosome	SAM03	CDS	937771	938052	96.8206	+	0	#ATG	-37.4547
Chromosome	SAM03	CDS	939423	939797	6.73967	+	0	#GTG	-111.71
Chromosome	SAM03	CDS	941977	942276	59.8022	+	0	#TTG	-56.4867
Chromosome	SAM03	CDS	946649	947086	1.03135	+	0	#GTG	-48.7037
Chromosome	SAM03	CDS	947144	947491	14.8887	+	0	#GTG	-100.093
Chromosome	SAM03	CDS	953383	953667	91.8179	+	0	#GTG	-60.9274
Chromosome	SAM03	CDS	953746	954087	7.35955	+	0	#TTG	-15.3148
Chromosome	SAM03	CDS	956587	956910	28.0309	+	0	#TTG	-34.6403
Chromosome	SAM03	CDS	958019	958432	0.573438	+	0	#GTG	-10.0069
Chromosome	SAM03	CDS	961029	961379	13.4133	+	0	#ATG	-41.9065
Chromosome	SAM03	CDS	961624	961965	17.7397	+	0	#TTG	-98.8166
Chromosome	SAM03	CDS	964978	965268	66.7973	+	0	#GTG	-29.6065
Chromosome	SAM03	CDS	965102	965428	27.4454	+	0	#TTG	-82.7133
Chromosome	SAM03	CDS	966704	967060	11.4046	+	0	#GTG	-48.8566
Chromosome	SAM03	CDS	967659	967955	65.0489	+	0	#TTG	-48.5005
Chromosome	SAM03	CDS	971261	971545	71.0921	+	0	#ATG	-25.949
Chromosome	SAM03	CDS	975366	975698	23.0558	+	0	#ATG	-64.4902
Chromosome	SAM03	CDS	977829	978146	35.6177	+	0	#TTG	-89.6288
Chromosome	SAM03	CDS	979143	979559	1.93244	+	0	#GTG	-49.0285
Chromosome	SAM03	CDS	979701	980018	35.3823	+	0	#GTG	-44.9082
Chromosome	SAM03	CDS	980486	980839	12.4914	+	0	#TTG	-113.017
Chromosome	SAM03	CDS	981012	981338	27.4453	+	0	#TTG	-69.3992
Chromosome	SAM03	CDS	982242	983063	8.08085e-06	+	0	#GTG	-106.648
Chromosome	SAM03	CDS	985418	985795	6.1378	+	0	#TTG	-47.5681
Chromosome	SAM03	CDS	989313	989741	1.32774	+	0	#GTG	-42.1773
Chromosome	SAM03	CDS	990428	990760	23.0561	+	0	#ATG	-117.998
Chromosome	SAM03	CDS	992041	992364	29.8519	+	0	#GTG	-48.0931
Chromosome	SAM03	CDS	994155	994505	5.20668	+	0	#GTG	-14.274
Chromosome	SAM03	CDS	995748	996071	29.9394	+	0	#GTG	-65.2542
Chromosome	SAM03	CDS	997317	997622	50.3433	+	0	#ATG	-86.6765
Chromosome	SAM03	CDS	1002952	1003653	7.23784e-05	+	0	#GTG	-4.7459
Chromosome	SAM03	CDS	1004062	1004598	0.0523296	+	0	#TTG	-183.426
Chromosome	SAM03	CDS	1005572	1006234	0.0011013	+	0	#GTG	-53.8031
Chromosome	SAM03	CDS	1008080	1008457	6.16904	+	0	#GTG	-66.9766
