GLIMMER (ver. 3.02; iterated)  predictions:
 orfID      start     end  frame  score
orf00245   243132   242947  -1     3.30
orf00246   243443   243315  -3     4.95
orf00247   244347   243856  -1     8.13
orf00248   245293   244538  -2     8.15
orf00249   245559   245305  -1     9.79
orf00250   246011   245616  -3     3.94
orf00252   247189   246017  -2     6.43
orf00254   249100   247202  -2     3.23
orf00256   249536   249237  -3     5.82
orf00257   249749   249576  -3     6.10
orf00258   250130   249753  -3     6.15
orf00259   251953   250130  -2     6.64
orf00260   253863   251953  -1     5.83
orf00261   255779   253878  -3     5.70
orf00262   256735   255788  -2     4.31
orf00267   260215   256748  -2     4.81
orf00268   260576   260232  -3     6.51
orf00269   260971   260606  -2    11.51
orf00271   261615   261034  -1     9.85
orf00272   262017   261634  -1     6.96
orf00273   262376   262029  -3     4.27
orf00274   263007   262675  -1     6.90
orf00275   263303   263016  -3     9.42
orf00276   264299   263325  -3    10.60
orf00277   264933   264313  -1    13.23
orf00278   265212   265042  -1     5.17
orf00279   266280   265285  -1     7.18
orf00280   267822   266287  -1     6.66
orf00281   269128   267833  -2     5.80
orf00282   269625   269131  -1     6.64
orf00283   270235   269813  -2     4.35
orf00284   270405   270259  -1     8.57
orf00285   270771   270406  -1     6.69
orf00286   270945   270772  -1     4.78
orf00287   271328   270942  -3     6.90
orf00288   271531   271325  -2     8.54
orf00289   272107   271568  -2     9.82
orf00290   272351   272100  -3     9.61
orf00291   272605   272363  -2     4.16
orf00292   272965   272609  -2     4.57
orf00293   273151   272966  -2     6.74
orf00294   273560   273156  -3     4.31
orf00295   273792   273571  -1     5.96
orf00296   273974   273795  -3     1.45
orf00297   275248   274007  -2     5.21
orf00298   275601   275245  -1     4.27
orf00299   276353   275601  -3     4.84
orf00300   277017   276346  -1     6.01
orf00301   277581   277030  -1    10.50
orf00302   278391   277612  -1     7.91
orf00303   278605   278384  -2     4.18
orf00304   278875   278615  -2     5.64
orf00305   279128   278967  -3     3.42
orf00306   279342   279121  -1     5.32
orf00307   279413   279658  +2     4.38
orf00308   279829   279614  -2     0.23
orf00309   280054   279860  -2     6.68
orf00310   280859   280071  -3     5.45
orf00311   281129   280875  -3     6.05
orf00312   281320   281958  +1     3.62
orf00313   282009   282509  +3     6.80
orf00314   282513   283028  +3    10.88
orf00315   283090   284139  +1     5.19
orf00316   285604   284207  -2    10.04
orf00317   286219   285755  -2    12.63
orf00318   287450   286209  -3     9.79
orf00319   288872   287565  -3    11.17
orf00320   289731   288970  -1    13.20
orf00321   290059   290910  +1     7.19
orf00323   291338   291144  -3    20.22
orf00324   292513   291692  -2    13.20
orf00326   293226   292531  -1     9.48
orf00327   294244   293219  -2     8.70
orf00328   294790   294494  -2     6.80
orf00329   295169   294783  -3     3.94
orf00330   296843   295965  -3     5.74
orf00331   296958   296845  -1     4.01
orf00332   297402   297022  -1    14.30
orf00333   297916   297560  -2    10.70
orf00334   298060   298380  +1    11.01
orf00335   299070   298531  -1    10.10
orf00336   299869   299153  -2     8.20
orf00337   300017   300439  +2    11.85
orf00338   300838   301332  +1     5.45
orf00339   301487   302104  +2     5.38
orf00340   302758   302177  -2     5.27
orf00341   302983   303219  +1     4.86
orf00342   303419   303216  -3     6.63
orf00343   304049   304237  +2     3.89
orf00344   304425   304994  +3     6.33
orf00345   305082   305366  +3     6.69
orf00346   305428   305646  +1     5.22
orf00347   306339   306139  -1    15.99
orf00348   307382   306696  -3     8.36
orf00349   308244   307723  -1     6.42
orf00350   309601   308579  -2     5.98
orf00351   311456   309954  -3     8.61
orf00355   314646   311677  -1     5.40
orf00356   315439   314909  -2     9.74
orf00357   316099   315578  -2     7.85
orf00358   316259   316107  -3     0.65
orf00359   316697   317425  +2    10.95
orf00360   317617   317763  +1     4.59
orf00361   317779   318102  +1     5.41
orf00362   319888   319424  -2    10.39
orf00363   322282   319910  -2    12.25
orf00364   323056   322316  -2    11.67
orf00365   323405   323172  -3     8.14
orf00366   323930   323472  -3     8.15
orf00367   325573   324269  -2    15.53
orf00368   327220   325703  -2    12.40
orf00369   327984   327223  -1    15.46
orf00371   329296   328106  -2    13.36
orf00372   330445   329435  -2    13.85
orf00373   331511   330498  -3     9.42
orf00374   332897   332268  -3    11.20
orf00375   333600   334502  +3     7.91
orf00376   335332   334745  -2    15.15
orf00377   336840   335896  -1     6.95
orf00378   337946   336951  -3     9.89
orf00379   338854   337943  -2     8.41
orf00380   339250   339393  +1     0.18
orf00381   340675   339740  -2    15.19
orf00382   342181   340742  -2     7.91
orf00383   342470   342189  -3     8.37
orf00384   343521   342682  -1     6.92
orf00385   344459   343527  -3     9.03
orf00386   347969   345123  -3     9.85
orf00387   349962   347977  -1     9.81
orf00388   350467   350231  -2     3.15
orf00389   351114   350464  -1     9.96
orf00390   352127   351288  -3     9.98
orf00391   353528   352536  -3     9.80
orf00392   354021   355340  +3    12.02
orf00393   358012   355481  -2    11.08
orf00394   358998   358426  -1     9.30
orf00395   359733   359059  -1     4.61
orf00396   360808   359726  -2     6.10
orf00397   362038   361172  -2    11.82
orf00398   362182   362823  +1     9.77
orf00399   364043   362988  -3     6.71
orf00401   364361   365431  +2     8.72
orf00402   365627   366388  +2    11.26
orf00403   366406   366900  +1     5.74
orf00404   366914   368140  +2    11.62
orf00405   369451   368327  -2    11.32
orf00406   370195   369875  -2     5.88
orf00407   371227   370349  -2     8.86
orf00408   371347   371865  +1     5.70
orf00409   371992   372915  +1     9.59
orf00412   374592   373564  -1    13.99
orf00413   375472   374711  -2     7.71
orf00415   376425   375469  -1     4.89
orf00416   377383   376412  -2     5.87
orf00418   378729   377758  -1     8.83
orf00419   380952   378847  -1     8.48
orf00420   381313   380915  -2     3.34
orf00421   382114   382980  +1     6.80
orf00422   383000   383500  +2     7.52
orf00423   383841   385346  +3     8.88
orf00424   385616   386533  +2     8.98
orf00425   387954   387412  -1    11.15
orf00426   389351   388293  -3    10.04
orf00427   391105   389591  -2    10.53
orf00428   392075   391098  -3     9.75
orf00429   394078   392297  -2     8.32
orf00430   395967   394090  -1     8.57
orf00431   398183   396243  -3     7.90
orf00432   399661   398657  -2     8.30
orf00433   400355   399645  -3     7.05
orf00434   401323   400715  -2     5.81
orf00435   402474   401323  -1     6.49
orf00436   403051   402458  -2     5.11
orf00437   403402   404070  +1     7.44
orf00438   404072   404491  +2     8.10
orf00439   404495   405208  +2     9.12
orf00440   405307   405891  +1     4.48
orf00441   406171   406296  +1    11.42
orf00442   406397   406612  +2     7.37
orf00443   406955   407428  +2     6.51
orf00444   407403   408089  +3     5.85
orf00445   408089   409144  +2     6.08
orf00446   410199   409216  -1     6.45
orf00447   411170   410331  -3     9.53
orf00448   412717   411392  -2     8.98
orf00449   414143   412962  -3    11.33
orf00450   416409   414451  -1    13.14
orf00451   417335   416415  -3    11.57
orf00452   418096   417332  -2     8.50
orf00453   418828   418346  -2     7.30
orf00454   419454   419002  -1     8.34
orf00455   420913   419747  -2     8.63
orf00456   421122   421544  +3     8.23
orf00457   421730   422347  +2     3.20
orf00458   424156   422783  -2     6.84
orf00459   425795   424242  -3     7.39
orf00460   426365   426078  -3     5.91
orf00461   427308   426400  -1     7.97
orf00462   428337   427411  -1     6.26
orf00463   428564   429007  +2     7.26
orf00464   430807   429134  -2     7.98
orf00465   432435   430804  -1     6.06
orf00466   432654   433529  +3     8.80
orf00467   433701   434384  +3    13.41
orf00468   434387   434845  +2     5.28
orf00469   434847   435413  +3    11.80
orf00470   436051   435509  -2     8.00
orf00471   436430   436131  -3    11.56
orf00472   436963   436568  -2    14.50
orf00473   437347   437030  -2     5.60
orf00474   437600   438289  +2     3.85
orf00475   438876   438388  -1     6.76
orf00476   440093   438873  -3     7.39
orf00477   441091   440225  -2     7.11
orf00478   441851   441207  -3     8.12
orf00479   442112   441996  -3     1.27
orf00480   442677   442204  -1     8.31
orf00481   443393   442677  -3    11.61
orf00482   443942   443583  -3     6.95
orf00483   446238   444088  -1     3.18
orf00484   447579   446935  -1     3.71
orf00485   447940   448737  +1    12.37
orf00486   450332   449325  -3     8.09
orf00487   450965   450348  -3    11.47
orf00488   453579   451690  -1     5.24
orf00489   454330   453569  -2     9.48
orf00490   455514   454474  -1     5.72
orf00491   456181   455507  -2     9.64
orf00492   457120   456197  -2     6.51
orf00493   457233   457739  +3     8.39
orf00494   458376   457948  -1     4.92
orf00495   459748   458705  -2     7.68
orf00496   460966   459899  -2     9.80
orf00497   461920   461423  -2     9.64
orf00498   462398   462036  -3    12.59
orf00499   462975   462391  -1    12.31
orf00500   463985   463017  -3    13.83
orf00501   465235   464219  -2     7.36
orf00502   466236   465232  -1     9.66
orf00503   467069   466272  -3    10.09
orf00504   468184   467351  -2     8.35
orf00506   469938   468709  -1    10.54
orf00508   472022   470295  -3     7.46
orf00509   472443   473738  +3     8.12
orf00510   474253   473855  -2    11.81
orf00511   475377   474316  -1     4.23
orf00512   476423   475374  -3     6.15
orf00513   477388   476576  -2     6.05
orf00514   477735   478529  +3     9.52
orf00515   479354   478590  -3     8.02
orf00516   479590   480342  +1     5.05
orf00517   481066   480422  -2     8.94
orf00518   481188   481931  +3     5.79
orf00519   481925   482761  +2     6.59
orf00521   482758   483687  +1    12.38
orf00522   484807   486126  +1    12.02
orf00523   486554   486234  -3     8.56
orf00524   488166   486733  -1     6.40
orf00525   489054   488617  -1     8.33
orf00526   489331   489029  -2     3.98
orf00528   489810   489328  -1     4.20
orf00529   491307   489811  -1     6.88
orf00530   491641   491297  -2     3.98
orf00531   492063   491638  -1     7.41
orf00532   494452   492050  -2     6.62
orf00533   495031   494471  -2     5.32
orf00534   495190   495393  +1     7.31
orf00535   495410   495634  +2     7.78
orf00536   495865   496758  +1     5.60
orf00537   497706   498080  +3     9.11
orf00538   499120   498332  -2     6.63
orf00539   500005   499289  -2     4.29
orf00540   500673   500167  -1    10.35
orf00541   501609   500809  -1     8.46
orf00542   502312   501593  -2     8.60
orf00543   503353   502367  -2     5.34
orf00544   504353   503466  -3     8.89
orf00545   505240   504605  -2     8.34
orf00546   506846   505527  -3    12.02
orf00547   508691   507030  -3    14.14
orf00548   509104   508688  -2     6.53
orf00549   510390   509380  -1    14.98
orf00550   511395   510889  -1    12.50
orf00551   512733   511438  -1     9.32
orf00552   513249   512773  -1    12.21
orf00553   513953   513417  -3     9.13
orf00555   515337   514399  -1    11.34
orf00556   516417   515785  -1     2.92
orf00557   517177   516557  -2     3.51
orf00558   517856   517224  -3     3.27
orf00560   519254   517860  -3     9.88
orf00561   519879   520319  +3     4.44
orf00562   520306   521628  +1     7.49
orf00563   522021   521680  -1    10.09
orf00564   523274   522198  -3    10.30
orf00565   524270   523287  -3     9.52
orf00566   525195   524275  -1    11.11
orf00567   526618   525782  -2     8.63
orf00568   527607   526621  -1    15.63
orf00569   527775   528527  +3     9.76
orf00570   529076   529840  +2     6.38
orf00572   529853   530305  +2     5.92
orf00573   531930   530446  -1     9.27
orf00574   532419   532051  -1    14.42
orf00575   532932   532552  -1    10.63
orf00576   533589   532933  -1     8.08
orf00577   533773   534603  +1    11.92
orf00578   535110   535277  +3     5.47
orf00579   535747   535478  -2     2.73
orf00580   536115   535750  -1     5.71
orf00581   537229   536090  -2     8.92
orf00582   538607   537231  -3     5.73
orf00583   540551   539151  -3     9.65
orf00584   541700   541053  -3     9.12
orf00585   542361   541813  -1     8.99
orf00586   542995   542363  -2    14.73
orf00587   543830   543072  -3     9.25
orf00588   544109   544468  +2     7.68
orf00589   544482   545147  +3     9.22
orf00590   545160   546038  +3     9.73
orf00591   546320   547810  +2     7.65
orf00593   549407   547935  -3     6.05
orf00596   552989   549528  -3     8.59
orf00600   557540   553383  -3     8.27
orf00603   560756   557907  -3     7.83
orf00604   561752   561186  -3    10.49
orf00605   562643   561774  -3    11.42
orf00606   563260   562790  -2    11.21
orf00607   563327   563944  +2     7.18
orf00608   563937   564599  +3    10.50
orf00609   565398   564715  -1    11.81
orf00610   566724   565648  -1    12.43
orf00611   568025   567060  -3    10.51
orf00612   569879   568239  -3     9.28
orf00613   570913   570035  -2    12.05
orf00614   572370   571183  -1    13.60
orf00615   572541   573716  +3     8.03
orf00616   575182   573998  -2    13.55
orf00617   577480   575399  -2    11.39
orf00618   578073   577603  -1    12.17
orf00619   578552   578139  -3     9.83
orf00620   578904   578650  -1     7.26
orf00621   582664   579041  -2    11.51
orf00622   586352   582801  -3    11.88
orf00623   587175   586567  -1     7.59
orf00624   587718   587350  -1    20.73
orf00625   588261   587761  -1    14.77
orf00627   589225   588533  -2    15.44
orf00628   589855   589433  -2    16.24
orf00629   590584   590036  -2    12.00
orf00630   590779   590597  -2    11.27
orf00631   591662   591093  -3     3.34
orf00632   592267   591743  -2     9.64
orf00633   593013   592267  -1    10.06
orf00634   593425   593021  -2     7.71
orf00635   594818   593418  -3     8.41
orf00636   595443   594802  -1     8.24
orf00637   597326   595872  -3    12.85
orf00638   598956   597883  -1     8.75
orf00639   600345   598981  -1     9.29
orf00642   603286   600830  -2    12.66
orf00643   604307   603300  -3     7.74
orf00644   604863   604297  -1    10.14
orf00645   605343   604882  -1    10.18
orf00646   605501   606715  +2    10.26
orf00647   607483   606923  -2    11.98
orf00648   608374   607487  -2    15.74
orf00649   608478   609860  +3     4.82
orf00652   623579   622092  -3    12.51
orf00653   624594   624118  -1     6.27
orf00654   624956   624591  -3    10.10
orf00655   625737   624934  -1     9.35
orf00656   626885   625953  -3    15.07
orf00657   627945   627064  -1    12.19
orf00659   630266   628173  -3    12.68
orf00660   631062   630523  -1     9.53
orf00661   632362   631067  -2     5.40
orf00662   632943   632542  -1    11.06
orf00663   633440   633048  -3    10.69
orf00664   633721   633458  -2    11.83
orf00665   634911   633718  -1     9.61
orf00666   636437   634911  -3     6.90
orf00667   639933   636427  -1     9.73
orf00669   640505   639933  -3    13.40
orf00670   641469   640816  -1    14.21
orf00671   642584   641619  -3    11.57
orf00672   644083   642731  -2    11.08
orf00673   644237   644106  -3     0.51
orf00674   644750   644448  -3    11.09
orf00675   645202   644822  -2    10.94
orf00676   645995   645219  -3     6.43
orf00678   646905   646057  -1     6.08
orf00679   647478   647215  -1     5.06
orf00680   648471   647578  -1    10.91
orf00681   649018   648482  -2    11.37
orf00682   649958   649185  -3     9.99
orf00683   651962   649989  -3    10.82
orf00684   653086   652247  -2     8.15
orf00685   653336   653088  -3     4.65
orf00686   654054   653329  -1     7.46
orf00687   654675   654328  -1     8.75
orf00689   655495   654692  -2     6.43
orf00690   656422   655496  -2     8.09
orf00692   656965   656636  -2    11.15
orf00693   657610   656993  -2     9.80
orf00694   658949   657612  -3     6.94
orf00696   666336   665740  -1     8.98
orf00697   666660   666343  -1    18.45
orf00698   668447   666750  -3     8.87
orf00699   669040   668516  -2    10.26
orf00700   670411   669683  -2     8.20
orf00701   672076   670436  -2     7.40
orf00702   673567   672140  -2    10.54
orf00703   675860   674397  -3    10.95
orf00704   680377   675878  -2    10.40
orf00705   680558   681442  +2     4.77
orf00707   681563   682675  +2     3.77
orf00708   682672   683454  +1     5.92
orf00709   684108   683623  -1     4.92
orf00711   684493   684098  -2     8.14
orf00712   684642   684911  +3     5.59
orf00713   686100   685096  -1     7.73
orf00714   687274   686432  -2    12.15
orf00716   687970   687311  -2     9.59
orf00717   689002   687974  -2     7.10
orf00718   690436   689294  -2    10.99
orf00719   691334   690429  -3     7.60
orf00720   692891   691551  -3     7.95
orf00722   693994   693260  -2    10.28
orf00723   694705   694031  -2     7.84
orf00724   694743   695159  +3     2.95
orf00725   695750   695388  -3     6.90
orf00726   698617   695912  -2     8.73
orf00727   700114   698630  -2     6.03
orf00729   702904   701702  -2    11.23
orf00730   703089   703283  +3     9.07
orf00731   703886   703572  -3     9.45
orf00732   704225   703905  -3     7.95
orf00733   705550   704225  -2     6.33
orf00734   706277   705540  -3     9.18
orf00735   707277   706534  -1     8.34
orf00736   708135   707335  -1     7.78
orf00737   708981   708187  -1     6.05
orf00738   709820   709038  -3     6.67
orf00739   710585   709839  -3     8.22
orf00740   711437   710685  -3     6.81
orf00741   712279   711491  -2     8.02
orf00743   713118   712324  -1     6.85
orf00744   713952   713149  -1     8.11
orf00745   714289   714597  +1     9.99
orf00746   716193   714706  -1    11.86
orf00747   716898   716215  -1     8.73
orf00748   718492   717281  -2     5.21
orf00749   720041   718485  -3    11.15
orf00750   720988   720305  -2     6.83
orf00751   722052   721354  -1     8.04
orf00752   723127   722429  -2     7.70
orf00753   724161   723466  -1     7.96
orf00754   725311   724607  -2     9.02
orf00755   726553   725675  -2     8.14
orf00758   727987   726917  -2     6.59
orf00760   728973   728278  -1     7.82
orf00761   729939   729259  -1     9.23
orf00762   730411   731256  +1    10.17
orf00763   731275   731634  +1     2.86
orf00764   732166   732318  +1     8.67
orf00765   732579   732851  +3     2.71
orf00766   733250   733954  +2     3.82
orf00767   734346   734882  +3     3.51
orf00769   736536   734995  -1    10.13
orf00770   738027   736561  -1    15.25
orf00771   739333   738065  -2     8.11
orf00772   739911   739333  -1    10.61
orf00773   740424   740831  +3     9.56
orf00774   740974   741636  +1     8.70
orf00775   741754   742710  +1    11.98
orf00776   743688   745076  +3     8.25
orf00777   745911   745156  -1    10.51
orf00778   746403   746972  +3    10.94
orf00779   746988   748511  +3    11.41
orf00780   748691   748882  +2     2.68
orf00781   748955   749581  +2     8.91
orf00783   749851   750234  +1     4.51
orf00784   750881   750300  -3     8.62
orf00785   751558   751307  -2    15.11
orf00786   751858   752121  +1    12.23
orf00787   752830   752258  -2    13.66
orf00788   753379   753011  -2     7.40
orf00789   753532   753651  +1     0.76
orf00790   754359   753748  -1     5.89
orf00791   754719   754859  +3     4.45
orf00792   755281   756255  +1     3.24
orf00793   756774   756532  -1    13.28
orf00794   757329   756826  -1     9.24
orf00795   757646   757350  -3    10.55
orf00796   757890   758081  +3     8.45
orf00797   759264   758167  -1    14.19
orf00798   759479   759276  -3     5.24
orf00799   760390   759509  -2     9.56
orf00801   761389   760544  -2     5.07
orf00802   762051   763154  +3     7.94
orf00803   763151   764311  +2     7.99
orf00804   764280   766121  +3     7.32
orf00805   766118   768346  +2    11.22
orf00806   768389   769141  +2    11.66
orf00807   770405   769224  -3    13.11
orf00808   770944   772077  +1     5.16
orf00809   773093   772464  -3     6.16
orf00810   773935   773093  -2     9.92
orf00811   774673   773960  -2     5.84
orf00812   774873   774670  -1     6.77
orf00813   775113   775502  +3    12.88
orf00815   775611   775826  +3     8.29
orf00816   776066   775866  -3     2.86
orf00818   776065   776544  +1     2.96
orf00819   778497   776896  -1     7.18
orf00820   779707   778478  -2     6.80
orf00821   780558   779704  -1    15.57
orf00822   781370   780825  -3     5.84
orf00823   781736   781383  -3     3.16
orf00824   781735   782730  +1     7.66
orf00825   783355   782789  -2     6.59
orf00826   784430   783369  -3    10.12
orf00827   785370   784444  -1     6.47
orf00828   785682   787040  +3     9.09
orf00829   787563   787123  -1     5.92
orf00830   789022   787667  -2    10.56
orf00831   789548   789129  -3     9.53
orf00832   789760   791715  +1     6.40
orf00833   791720   792163  +2     8.61
orf00834   792165   792449  +3    10.08
orf00835   792464   793810  +2    10.79
orf00836   794929   793904  -2    12.15
orf00837   796267   795245  -2     8.81
orf00838   797189   796245  -3     5.39
